train/explained_variance,parameters/mlp_extractor.policy_net.2.bias,_runtime,time/fps,gradients/action_net.bias,train/policy_gradient_loss,sr2l/update_counter,parameters/mlp_extractor.policy_net.2.weight,parameters/action_net.bias,train/clip_range,gradients/mlp_extractor.value_net.2.bias,train/clip_fraction,global_step,robot/x_position,gradients/log_std,gradients/value_net.weight,parameters/action_net.weight,_timestamp,gradients/mlp_extractor.value_net.0.weight,sr2l/current_lambda,gradients/mlp_extractor.policy_net.0.weight,parameters/mlp_extractor.value_net.2.weight,parameters/mlp_extractor.value_net.0.weight,parameters/log_std,gradients/mlp_extractor.value_net.0.bias,rollout/ep_rew_mean,gradients/mlp_extractor.policy_net.2.bias,train/std,train/value_loss,curriculum/current_phase,robot/velocity_ms,sr2l/loss,gradients/action_net.weight,parameters/mlp_extractor.value_net.2.bias,gradients/mlp_extractor.value_net.2.weight,parameters/value_net.weight,gradients/mlp_extractor.policy_net.2.weight,train/entropy_loss,rollout/ep_len_mean,gradients/value_net.bias,sr2l/smoothness_score,parameters/value_net.bias,_step,train/approx_kl,sr2l/perturbation_std,gradients/mlp_extractor.policy_net.0.bias,parameters/mlp_extractor.value_net.0.bias,parameters/mlp_extractor.policy_net.0.bias,train/learning_rate,parameters/mlp_extractor.policy_net.0.weight,sr2l/curriculum_progress,robot/height,robot/total_distance
,,25191.714127506,,,,,,,,,,17063936.0,,,,,1761533316.8101852,,,,,,,,,,,,,,,,,,,,,,,,,191606,,,,,,,,0.0266592,,
,,25241.755860968,,,,,,,,,,17098752.0,,,,,1761533368.1375144,,,,,,,,,,,,,,,,,,,,9.510717,,,,,192006,,,,,,,,,,
,,25411.933968586,,,,,,,,,,17215488.0,,,,,1761533539.9762008,,,,,,,,,,,,0.0,,,,,,,,,,,,,193300,,,,,,,,,,
,,25456.933414372,,,,,,,,,,17244160.0,,,,,1761533582.0989223,,2.69408e-05,,,,,,,,,,,,,,,,,,,,,,,193629,,,,,,,,,,
,,25506.975752529,,,,,,,,,,17278976.0,,,,,1761533633.5293045,,,,,,,,,,,,,,,,,,,,,,,0.85022146,,194024,,,,,,,,,,
,,25632.077187441,,,,,,,,,,17362944.0,,,,,1761533756.998267,,,,,,,,,,,,,,,,,,,,,,,,,194957,,,,,,,,,0.064267695,
,,25672.105668725,,,,,,,,,,17391616.0,,,,,1761533798.829515,,,,,,,,,,,,,,,,,,,,9.913184,,,,,195295,,,,,,,,,,
,,25737.151807686,,,,,,,,,,17434624.0,,,,,1761533862.1312554,,,,,,,,,,,,0.0,,,,,,,,,,,,,195761,,,,,,,,,,
0.9947325,,25822.249725185,,,,,,,,,,17494016.0,,,,,1761533949.9410737,,,,,,,,,,,,,,,,,,,,,,,,,196446,,,,,,,,,,
,,25907.316395577,,,,137088.0,,,,,,17549312.0,,,,,1761534031.3607426,,,,,,,,,,,,,,,,,,,,,,,,,197061,,,,,,,,,,
,,26082.458939504,,,,,,,,,,17668096.0,,,,,1761534206.151302,,,,,,,,,,,,,,,,,,,,,,,0.8635828,,198394,,,,,,,,,,
,,26127.499096376,,,,,,,,,0.53027344,17700864.0,,,,,1761534254.3891854,,,,,,,,,,,,,,,,,,,,,,,,,198766,,,,,,,,,,
,,26192.550977223,,,,,,,,,,17743872.0,,,,,1761534317.3903646,,,,,,,,,,,,,,,,,,,,,,,,,199253,,,,,,0.0003,,,,
,,26292.632249237,,,,,,,,,,17813504.0,,,,,1761534419.6147604,,,,,,,,,,,,,,,,,,,,10.315571,,,,,200033,,,,,,,,,,
,,26312.649875333,,,,,,,,,,17827840.0,,,,,1761534440.6582246,,,,,,,,,,,,,,,,,,,,,,,,,200196,,,,,,0.0003,,,,
,,26332.666551601,,,,,,,,,,17840128.0,,,,,1761534458.7950592,,,,,,,,,,,,,,,,,,,,10.314606,,,,,200332,,,,,,,,,,
,,26337.6675404,,,,,,,,,,17842176.0,,,,,1761534461.8422294,,,,,,,,,,,,,,,,,,,,,,,,,200348,,0.01,,,,,,,,
,,26392.713004398,,,,,,,,,0.4910075,17881088.0,,,,,1761534519.202533,,,,,,,,,,,,,,,,,,,,,,,,,200790,,,,,,,,,,
,,26447.758542778,,,,,,,,,,17917952.0,,,,,1761534573.4978657,,,,,,,,10131.199,,,,,,,,,,,,,,,,,201195,,,,,,,,,,
,,26497.79817999,,,,,,,,,,17950720.0,,,,,1761534621.7603192,,,,,,,,,,,,,,,,,,,,,,,,,201567,,0.01,,,,,,,,
,,26572.856467213,,,,,,,,,,18003968.0,,,,,1761534700.0788856,,,,,,,,,,,,,,,,,,,,,1000.0,,,,202160,,,,,,,,,,
,"{'packedBins': {'count': 64, 'min': -0.30138078331947327, 'size': 0.009913033340126276}, '_type': 'histogram', 'values': [1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 2, 1, 1, 3, 1, 1, 2, 2, 1, 4, 1, 3, 2, 3, 3, 2, 2, 0, 2, 2, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]}",26637.904465003,,,,,"{'_type': 'histogram', 'values': [3, 1, 0, 2, 4, 4, 2, 6, 6, 12, 16, 19, 17, 21, 35, 37, 41, 61, 62, 79, 89, 84, 100, 131, 161, 131, 135, 165, 187, 180, 198, 163, 192, 171, 166, 186, 157, 149, 116, 129, 103, 100, 84, 64, 57, 61, 46, 32, 28, 24, 18, 14, 9, 3, 12, 8, 3, 4, 2, 2, 1, 0, 1, 2], 'packedBins': {'count': 64, 'min': -0.8767001032829285, 'size': 0.027959993109107018}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.05003292113542557, 'size': 0.004061272949911654}}",,,,18046976.0,,,,"{'packedBins': {'min': -0.8679998517036438, 'size': 0.024753514677286148, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 4, 7, 7, 7, 2, 1, 9, 8, 8, 10, 18, 12, 28, 16, 25, 37, 33, 32, 34, 26, 29, 24, 18, 28, 12, 10, 9, 12, 10, 11, 4, 3, 0, 1, 4, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",1761534763.306729,,,,"{'values': [2, 0, 0, 1, 0, 0, 3, 3, 0, 8, 8, 11, 15, 13, 21, 30, 38, 37, 52, 54, 53, 72, 79, 96, 113, 123, 138, 150, 142, 140, 167, 164, 167, 167, 170, 187, 174, 168, 157, 155, 121, 133, 125, 106, 92, 71, 67, 53, 40, 39, 38, 30, 29, 22, 16, 11, 4, 6, 3, 4, 4, 2, 0, 2], 'packedBins': {'count': 64, 'min': -0.7762717604637146, 'size': 0.02317166794091463}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [1, 2, 1, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 3, 4, 2, 10, 11, 14, 16, 38, 45, 75, 113, 132, 170, 214, 256, 207, 159, 103, 79, 62, 35, 21, 16, 14, 8, 6, 5, 3, 3, 4, 4, 2, 4, 1, 0, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -1.4425082206726074, 'size': 0.051250630989670753, 'count': 64}}","{'_type': 'histogram', 'values': [1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.02625378407537937, 'count': 64, 'min': -3.3257484436035156}}",,,,,,0.0,,,,"{'packedBins': {'size': 0.02091603074222803, 'count': 64, 'min': -0.8567962646484375}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 2, 1, 1, 3, 1, 6, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 2, 2, 2, 1, 0, 2, 0, 1, 2, 2, 1, 1, 3, 0, 1, 0, 2]}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 2, 0, 3, 2, 1, 2, 2, 3, 3, 3, 2, 0, 2, 0, 1, 2, 2, 0, 4, 2, 2, 0, 1, 2, 0, 3, 1, 2, 3, 2, 1, 1, 1, 0, 0, 0, 0, 0, 2], 'packedBins': {'min': -0.22560155391693115, 'size': 0.005392222781665623, 'count': 64}}",,,,,,"{'bins': [0.299142062664032, 0.299142062664032], '_type': 'histogram', 'values': [1]}",202638,,,,"{'packedBins': {'size': 0.028058725409209728, 'count': 64, 'min': -0.9611680507659912}, '_type': 'histogram', 'values': [1, 0, 0, 1, 1, 0, 1, 0, 1, 2, 2, 0, 1, 0, 0, 1, 3, 0, 2, 2, 2, 0, 1, 0, 1, 3, 2, 0, 2, 0, 4, 1, 2, 3, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 1, 3, 0, 1, 0, 3, 0, 0, 2, 0, 1, 0, 2, 0, 3, 0, 0, 0, 0, 3]}","{'values': [1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 0, 0, 3, 1, 1, 1, 0, 2, 1, 3, 4, 2, 1, 1, 2, 1, 3, 1, 1, 1, 0, 2, 3, 0, 1, 3, 0, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2], 'packedBins': {'size': 0.00971018336713314, 'count': 64, 'min': -0.28816697001457214}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 0, 1, 1, 1, 0, 2, 3, 0, 1, 4, 4, 3, 9, 8, 10, 14, 14, 15, 27, 35, 26, 23, 38, 43, 57, 58, 49, 82, 83, 85, 73, 77, 86, 91, 75, 78, 74, 76, 71, 64, 54, 56, 51, 41, 37, 25, 28, 26, 17, 11, 11, 9, 6, 4, 4, 1, 1, 3, 3, 0, 3, 2, 1], 'packedBins': {'min': -0.8721949458122253, 'size': 0.025951658375561237, 'count': 64}}",,,
,,26657.919385429,,,,,,,,,,18061312.0,,,,,1761534784.3605845,,,,,,,,,,,,,,,,,,,,,,,,,202800,,,,,,,,,0.06449874,
,,26712.962276701,,,,,,,,,0.50354004,18098176.0,,,,,1761534838.849189,,,,,,,,,,,,,,,,,,,,,,,,,203228,,,,,,,,,,
,,26757.995972674,,,,,,,,,,18128896.0,,,,,1761534884.237121,,,,,,,,,,,,,,,,,,,,,,,,,203559,,,,,,,,,0.15855853,
,,26773.006213146,,,,,,,,,,18137088.0,,,,,1761534896.3685303,,,,,,,,,,,,,0.17544068,,,,,,,,,,,,203653,,,,,,,,,,
,,26823.043745361,,,,,,,,,,18171904.0,,,,,1761534947.7256124,,,,,,,,,,,,,,0.13657014,,,,,,,,,,,204050,,,,,,,,,,
,,26853.0662237,,,,,,,,,,18194432.0,,,,,1761534980.616063,,,,,,,,,,,,,,,,,,,,10.49179,,,,,204311,,,,,,,,,,
,"{'values': [2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 2, 1, 4, 0, 1, 1, 2, 3, 2, 1, 3, 2, 3, 2, 5, 0, 1, 1, 3, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 1], 'packedBins': {'min': -0.29425451159477234, 'size': 0.00977901741862297, 'count': 64}, '_type': 'histogram'}",26858.06848182,,,,,"{'_type': 'histogram', 'values': [3, 0, 1, 3, 3, 3, 3, 7, 4, 13, 16, 17, 15, 24, 27, 38, 42, 56, 64, 83, 85, 81, 108, 125, 151, 133, 143, 147, 196, 180, 199, 164, 180, 184, 167, 183, 157, 154, 119, 126, 104, 99, 84, 76, 59, 53, 54, 27, 32, 24, 17, 17, 6, 7, 7, 10, 5, 3, 2, 1, 2, 0, 1, 2], 'packedBins': {'min': -0.8801851868629456, 'size': 0.027978663332760334, 'count': 64}}","{'packedBins': {'min': -0.049862250685691833, 'size': 0.004002160159870982, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]}",,,,18196480.0,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 4, 11, 3, 5, 4, 1, 9, 9, 7, 10, 16, 18, 24, 17, 25, 35, 33, 34, 32, 25, 31, 23, 17, 30, 11, 11, 8, 11, 13, 8, 6, 2, 1, 1, 4, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.8659728169441223, 'size': 0.024676241911947727, 'count': 64}}",1761534983.6296155,,,,"{'values': [2, 0, 1, 0, 0, 0, 3, 2, 2, 8, 9, 10, 14, 17, 21, 32, 34, 45, 48, 51, 61, 74, 69, 110, 109, 125, 144, 152, 136, 141, 165, 169, 163, 168, 164, 187, 175, 177, 155, 139, 137, 129, 120, 98, 91, 73, 64, 51, 39, 44, 41, 27, 27, 25, 12, 10, 5, 6, 3, 3, 4, 1, 2, 2], 'packedBins': {'min': -0.7721034288406372, 'size': 0.023121320642530918, 'count': 64}, '_type': 'histogram'}","{'values': [1, 2, 1, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 3, 4, 1, 7, 15, 13, 17, 38, 46, 72, 111, 129, 181, 211, 248, 212, 158, 99, 87, 62, 34, 21, 16, 15, 8, 5, 5, 3, 3, 5, 3, 3, 3, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -1.4441900253295898, 'size': 0.0513008888810873, 'count': 64}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -3.298607110977173, 'size': 0.025607777759432793, 'count': 64}}",,,,,,0.0,,,,"{'packedBins': {'min': -0.8536824584007263, 'size': 0.021133518777787685, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 2, 1, 0, 2, 1, 4, 6, 2, 3, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 1, 1, 1, 2, 2, 2, 1, 1, 0, 0, 2]}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 0, 2, 2, 1, 1, 1, 2, 3, 3, 0, 3, 3, 0, 1, 3, 2, 1, 2, 2, 0, 2, 2, 1, 1, 0, 2, 4, 2, 4, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2], 'packedBins': {'min': -0.23573452234268188, 'size': 0.005632573971524835, 'count': 64}}",,,,,,"{'bins': [0.3229615092277527, 0.3229615092277527], '_type': 'histogram', 'values': [1]}",204317,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 2, 0, 1, 0, 0, 3, 2, 0, 1, 0, 0, 1, 2, 1, 0, 4, 1, 1, 1, 0, 1, 3, 1, 1, 1, 1, 4, 1, 3, 1, 1, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 2, 1, 1, 0, 3, 0, 0, 2, 0, 1, 1, 1, 0, 3, 0, 0, 0, 0, 3], 'packedBins': {'min': -0.9832491278648376, 'size': 0.028597332537174225, 'count': 64}}","{'packedBins': {'min': -0.2905788719654083, 'size': 0.009663523640483618, 'count': 64}, '_type': 'histogram', 'values': [1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 2, 1, 2, 1, 0, 0, 1, 3, 1, 1, 0, 1, 2, 2, 4, 3, 1, 1, 1, 1, 4, 0, 1, 1, 1, 2, 3, 0, 0, 1, 3, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2]}",,"{'_type': 'histogram', 'values': [1, 0, 1, 1, 1, 0, 3, 2, 1, 0, 4, 5, 2, 9, 7, 12, 11, 17, 14, 29, 31, 26, 29, 35, 34, 65, 60, 52, 79, 84, 83, 72, 75, 88, 88, 78, 80, 71, 77, 70, 65, 58, 49, 58, 34, 38, 26, 30, 24, 17, 13, 10, 7, 8, 2, 5, 2, 1, 2, 4, 0, 2, 3, 1], 'packedBins': {'size': 0.025913098827004433, 'count': 64, 'min': -0.8710019588470459}}",,,
,,26878.081979189,,,,,,,,,,18208768.0,,,,,1761535001.6596477,,,,,,,,,,,,,,,,,,,,,,,,,204469,0.10993263,,,,,,,,,
,,26878.083203635,,,,,,,,,,18210816.0,,,,,1761535004.6460025,,,,,,,,,,,,,,,,,,,,,,,,,204486,,,,,,,,0.0284512,,
,,26973.162531041,,,,,,,0.15,,,18274304.0,,,,,1761535097.5704453,,,,,,,,,,,,,,,,,,,,,,,,,205207,,,,,,,,,,
,,27028.211123458,,,-0.011821471,,,,,,,18313216.0,,,,,1761535154.6254478,,,,,,,,,,,,,,,,,,,,,,,,,205648,,,,,,,,,,
,,27058.233565638,,,,,,,,,,18333696.0,,,,,1761535184.9438457,,2.86432e-05,,,,,,,,,,,,,,,,,,,,,,,205865,,,,,,,,,,
,,27178.325262623,,,,,,,0.15,,,18415616.0,,,,,1761535305.2415278,,,,,,,,,,,,,,,,,,,,,,,,,206794,,,,,,,,,,
,,27213.351586514,,,,,,,,,,18440192.0,,,,,1761535341.4386587,,,,,,,,,,,,,,,,,,,,,,,0.87873316,,207065,,,,,,,,,,
,,27378.481316681,,,,,,,,,0.51204425,18550784.0,,,,,1761535504.5544667,,,,,,,,,,,,,,,,,,,,,,,,,208311,,,,,,,,,,
,,27413.506591066,,,,,,,,,,18575360.0,,,,,1761535540.4796295,,,,,,,,,,,,,,,,,,,,,1000.0,,,,208577,,,,,,,,,,
,,27418.510865426,,,,,,,,,,18577408.0,,,,,1761535543.5072207,,,,,,,,,,,0.00057105336,,,,,,,,,,,,,,208617,,,,,,,,,,
,,27423.516388933,,,,,,,,,,18581504.0,,,,,1761535549.5438786,,,,,,,,,,,,,,,,,,,,,,,,,208643,,,,,,,,,,0.14893655
,,27433.524302116,,,,,,,,,,18587648.0,,,,,1761535558.6403728,,,,,,,,,,0.073726855,,,,,,,,,,,,,,,208731,,,,,,,,,,
,,27633.690997324,,,,,,,,,,18724864.0,,,,,1761535761.1205373,,,,,,,,,,,,,,,,,,,,,,,,,210259,,,,,,,,0.0292544,,
,,27633.691115321,678.0,,,,,,,,,18724864.0,,,,,1761535761.1238205,,,,,,,,,,,,,,,,,,,,,,,,,210264,,,,,,,,,,
,,27873.875036081,,,,,,,,,,18888704.0,,,,,1761536002.0718153,,,,,,,,,,0.071541145,,,,,,,,,,,,,,,212112,,,,,,,,,,
,,27883.882668829,,,,,,,,,,18894848.0,,,,,1761536011.0610704,,,,,,,,,,,,0.0,,,,,,,,,,,,,212160,,,,,,,,,,
,,27913.905780992,,,,,,,,,,18915328.0,,,,,1761536041.2271228,,,,,,,,,,,,,,,,,,,,,,,,,212400,,0.01,,,,,,,,
,,27928.917615514,,,,,,,,,,18925568.0,,,,,1761536056.3965995,,,,,,,,,,,,,,,,,,,,11.101746,,,,,212522,,,,,,,,,,
,,28003.97732614,678.0,,,,,,,,,18974720.0,,,,,1761536128.7621994,,,,,,,,,,,,,,,,,,,,,,,,,213070,,,,,,,,,,
,,28059.038328591,,,,,,,,,,19011584.0,,,,,1761536183.2755945,,,,,,,,,,,0.003322309,,,,,,,,,,,,,,213493,,,,,,,,,,
,,28194.144465635,,,,,,,,,,19105792.0,,,,,1761536322.385023,,,,,,,,116595.03,,,,,,,,,,,,,,,,,214535,,,,,,,,,,
-6.810699,,28239.183804443,,,,,,,,,,19134464.0,,,,,1761536364.700671,,,,,,,,,,,,,,,,,,,,,,,,,214869,,,,,,,,,,
,,28304.236632109,,,,,,,,,,19179520.0,,,,,1761536431.1346345,,,,,,,,,,,,,,,,,,,,,,,,,215367,,0.01,,,,,,,,
,,28319.248324488,,,,,,,,,,19189760.0,,,,,1761536446.2336113,,,,,,,,,,,,,,0.11860444,,,,,,,,,,,215481,,,,,,,,,,
,,28364.288819331,,,,,,,,,,19220480.0,,,,,1761536491.5052485,,,,,,,,,,,,,,,,,,,,,,,,,215831,0.11058795,,,,,,,,,
,,28659.5231629,,,,,,,,,,19421184.0,,,,,1761536786.5461783,,,,,,,,,,,,,,0.11653557,,,,,,,,,,,218080,,,,,,,,,,
,,28774.611402425,,,,,,,,,0.55114746,19499008.0,,,,,1761536901.6125767,,,,,,,,,,,,,,,,,,,,,,,,,218960,,,,,,,,,,
,,28804.633963408,678.0,,,,,,,,,19517440.0,,,,,1761536928.7255833,,,,,,,,,,,,,,,,,,,,,,,,,219165,,,,,,,,,,
,,28814.642642434,,,,,,,,,,19525632.0,,,,,1761536940.7898037,,,,,,,,,,,,,,,,,,,,11.598578,,,,,219261,,,,,,,,,,
,,29014.784877506,,,,,,,,,,19660800.0,,,,,1761537139.6191854,,,,,,,,,,,,,,,,,,,,,,,,,220764,,,,,,,,,,8.975434
,,29069.828455842,,,,,,,,,,19697664.0,,,,,1761537193.7304769,,,,,,,,,,,,,,,,,,,,,,,,,221195,,,,,,0.0003,,,,
,,29144.891346006,,,,,,,,,,19748864.0,,,,,1761537269.0574634,,,,,,,,,,,,,,,,,,,,,,,,,221759,,,,,,,,0.0308544,,
,,29174.920395268,,,,,,,,,,19771392.0,,,,,1761537302.267509,,,,,,,,,,,,,,,,,,,,,,,,,222014,,0.01,,,,,,,,
,,29229.962907278,,,,,,,,,,19806208.0,,,,,1761537353.559194,,,,,,,,,,,,,,0.10987559,,,,,,,,,,,222404,,,,,,,,,,
,,29335.051073895,,,,,,,,,,19879936.0,,,,,1761537461.7310412,,,,,,,,,,,,,,,,,,,,,,,,,223225,,,,,,,,,,0.63434964
,,29340.054609972,,,,,,,,,,19881984.0,,,,,1761537464.7426984,,,,,,,,,,,,,,,,,,,,,,,,,223256,,0.01,,,,,,,,
-1.3214355,,29340.054804412,,,,,,,,,,19881984.0,,,,,1761537464.7498364,,,,,,,,,,,,,,,,,,,,,,,,,223264,,,,,,,,,,
0.99463046,,29400.102588408,,,,,,,,,,19922944.0,,,,,1761537525.0214577,,,,,,,,,,,,,,,,,,,,,,,,,223724,,,,,,,,,,
,,29445.138580455,,,,,,,,,,19955712.0,,,,,1761537573.2360668,,,,,,,,,,,,0.0,,,,,,,,,,,,,224074,,,,,,,,,,
,,29495.179597102,,,,,,,0.15,,,19986432.0,,,,,1761537618.5521822,,,,,,,,,,,,,,,,,,,,,,,,,224435,,,,,,,,,,
,,29545.218721046,678.0,,,,,,,,,20021248.0,,,,,1761537669.704412,,,,,,,,,,,,,,,,,,,,,,,,,224823,,,,,,,,,,
,,29565.233562597,,,,,,,,,,20035584.0,-1.2658479,,,,1761537690.81652,,,,,,,,,,,,,,,,,,,,,,,,,224975,,,,,,,,,,
,,29665.30959208,,,,,,,,,,20103168.0,,,,,1761537790.4351277,,,,,,,,,,,,,,,,,,,,,,,0.90866745,,225741,,,,,,,,,,
,,29730.357074427,,,,,,,,,,20146176.0,,,,,1761537853.8920534,,,,,,,,,,,,,,,,,,,,,,,0.9074589,,226224,,,,,,,,,,
,,29800.41403098,,,,,,,,,,20195328.0,,,,,1761537926.2079146,,,,,,,,,,,,,,,,,,,,12.262501,,,,,226782,,,,,,,,,,
,,30000.58416417,,,,,,,,,,20330496.0,-0.7497643,,,,1761538125.1716473,,,,,,,,,,,,,,,,,,,,,,,,,228287,,,,,,,,,,
0.27957177,,30180.726389061,,,,,,,,,,20453376.0,,,,,1761538306.3483503,,,,,,,,,,,,,,,,,,,,,,,,,229681,,,,,,,,,,
,,30405.916819571,,,,,,,,,,20606976.0,,,,,1761538532.2294633,,,,,,,,,,,,,,,,,,,,,,,,,231390,,,,,,,,,,0.8118921
,,30450.956802088,,,,,,,,,,20637696.0,,,,,1761538577.519146,,,,,,,,,,,,,,,,,,,,12.505893,,,,,231750,,,,,,,,,,
,,30465.969026259,,,,,,,,,,20645888.0,,,,,1761538589.6044374,,,,,,,,,,,0.0006744693,,,,,,,,,,,,,,231847,,,,,,,,,,
,,30480.980717468,,,,,,,,,,20658176.0,-1.821782,,,,1761538607.6608186,,,,,,,,,,,,,,,,,,,,,,,,,231967,,,,,,,,,,
,,30566.048256972,,,,,,,,,,20715520.0,,,,,1761538691.9935262,,,,,,,,,,,0.00016129379,,,,,,,,,,,,,,232629,,,,,,,,,,
,,30586.06266113,,,,,,,,,,20727808.0,,,,,1761538710.1256406,,3.2384e-05,,,,,,,,,,,,,,,,,,,,,,,232752,,,,,,,,,,
,,30691.14943694,,,,,,,,,,20799488.0,,,,,1761538815.9801805,,,,,,,,,,,,,,,,,,,,,,,,,233564,0.8057933,,,,,,,,,
,,30816.245962709,,,,,,,,,,20885504.0,,,,,1761538942.005663,,,,,,,,,,,,,,0.08714017,,,,,,,,,,,234525,,,,,,,,,,
,,30871.291648798,,,,,,,,,,20922368.0,,,,,1761538996.2575586,,,,,,,,,,,,,,0.08619447,,,,,,,,,,,234939,,,,,,,,,,
,,30926.334988593,,,,,,,,,,20961280.0,,,,,1761539053.3226137,,,,,,,,,,,,,,,,,,,,,,,,,235368,,,,,,,,,0.13992621,
,,30931.344048363,,,,,,,,,,20965376.0,,,,,1761539059.3484435,,,,,,,,,,,,,,,,,,,,,,,,,235427,0.17102614,,,,,,,,,
,,31236.593029202,,,,,,,,,,21170176.0,,,,,1761539361.104806,,,,,,,,,,,,,,,,,,,,,,,,,237714,,,,,,,,,0.06423257,
,,31356.685360838,,,,,,,,,,21252096.0,,,,,1761539481.561639,,,,,,,,,,,,,-0.018070567,,,,,,,,,,,,238636,,,,,,,,,,
-5.6767926,,31411.733953663,,,,,,,,,,21288960.0,,,,,1761539536.0308406,,,,,,,,,,,,,,,,,,,,,,,,,239065,,,,,,,,,,
,,31506.812833672,,,-0.014520264,,,,,,,21354496.0,,,,,1761539632.50855,,,,,,,,,,,,,,,,,,,,,,,,,239803,,,,,,,,,,
,,31541.840993707,,,,,,,,,,21377024.0,,,,,1761539665.62464,,,,,,,,,,,,,,,,,,,,,,,,,240046,,0.01,,,,,,,,
