global_step,parameters/mlp_extractor.policy_net.2.bias,gradients/mlp_extractor.value_net.2.weight,time/fps,train/explained_variance,_runtime,robot/height,curriculum/current_phase,parameters/value_net.weight,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,parameters/mlp_extractor.value_net.2.bias,train/clip_range,robot/velocity_ms,rollout/ep_rew_mean,gradients/action_net.weight,gradients/mlp_extractor.policy_net.2.weight,gradients/action_net.bias,gradients/mlp_extractor.value_net.0.bias,train/value_loss,parameters/action_net.bias,parameters/mlp_extractor.value_net.0.bias,train/approx_kl,train/loss,gradients/mlp_extractor.policy_net.0.weight,train/std,parameters/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,robot/total_distance,_step,gradients/log_std,parameters/mlp_extractor.policy_net.2.weight,train/policy_gradient_loss,parameters/mlp_extractor.value_net.2.weight,_timestamp,gradients/value_net.bias,gradients/value_net.weight,gradients/mlp_extractor.value_net.2.bias,robot/x_position,parameters/log_std,train/learning_rate,parameters/mlp_extractor.policy_net.0.bias,gradients/mlp_extractor.value_net.0.weight,parameters/action_net.weight,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,parameters/value_net.bias
19558400.0,,,,,27082.446383602,,,,,,,,,,,,,,,0.0028987415,,,,,,,,,,171889,,,,,1761535209.93923,,,,,,,,,,,,
19697664.0,,,,,27277.601819028,0.06426559,,,,,,,,,,,,,,,,,,,,,,,,173097,,,,,1761535402.9316628,,,,,,,,,,,,
19722240.0,,,,,27312.630226766,,,,,,,,,,,,,,,,,,,-0.006763871,,,,,,173326,,,,,1761535437.0721734,,,,,,,,,,,,
19886080.0,,,,,27537.80678086,,,,,,,,,,,,,,,0.0011309818,,,,,,,,,,174769,,,,,1761535664.3001242,,,,,,,,,,,,
19894272.0,,,,,27547.813490721,,,,,0.42436522,,,,,,,,,,,,,,,,,,,,174833,,,,,1761535675.6951838,,,,,,,,,,,,
19912704.0,,,,,27577.83342123,,,,,,,,,,,,,,,,,,,,,,,,0.05927782,174988,,,,,1761535701.3047054,,,,,,,,,,,,
20092928.0,,,,,27828.027122846,0.06427768,,,,,,,,,,,,,,,,,,,,,,,,176571,,,,,1761535952.2447755,,,,,,,,,,,,
20111360.0,,,,,27853.047714338,,,,,,,,,,,,,,,0.0030597865,,,,,,,,,,176749,,,,,1761535977.8786438,,,,,,,,,,,,
20121600.0,,,,,27868.057979032,,,,,,,,,,90775.18,,,,,,,,,,,,,,,176828,,,,,1761535991.9666016,,,,,,,,,,,,
20518912.0,,,,,28418.498645099,,,,,,1000.0,,,,,,,,,,,,,,,,,,,180319,,,,,1761536543.4888701,,,,,,,,,,,,
20545536.0,,,,,28453.525484198,,0.0,,,,,,,,,,,,,,,,,,,,,,,180548,,,,,1761536580.4536629,,,,,,,,,,,,
20606976.0,,,,,28538.594825216,,,,,,,,,,-1103.0623,,,,,,,,,,,,,,,181094,,,,,1761536665.6677678,,,,,,,,,,,,
20617216.0,,,,,28553.607006591,,,,,0.475,,,,,,,,,,,,,,,,,,,,181187,,,,,1761536679.8266509,,,,,,,,,,,,
20707328.0,,,,,28678.70447257,,,,,0.41601562,,,,,,,,,,,,,,,,,,,,181979,,,,,1761536804.0204923,,,,,,,,,,,,
20826112.0,,,,,28843.823607422,,,,12.584049,,,,,,,,,,,,,,,,,,,,,183025,,,,,1761536968.044682,,,,,,,,,,,,
20836352.0,,,,,28858.836213929,,,,,,,,,,,,,,,,,,,,,0.052288447,,,,183120,,,,,1761536982.3064697,,,,,,,,,,,,
20912128.0,,,,,28958.916667892,,,,,,,,,,,,,,,,,,,,,,,,,183783,,,,,1761537086.9768133,,,,,,0.0003,,,,,,
20936704.0,,,,,28993.943527952,,,,,,,,,,,,,,,0.004392958,,,,,,,,,,184003,,,,,1761537120.915804,,,,,,,,,,,,
21024768.0,,,,,29119.040667609,,,,,0.4694336,,,,,,,,,,,,,,,,,,,,184769,,,,,1761537242.6303272,,,,,,,,,,,,
21073920.0,,,,,29184.091004143,,,,,,1000.0,,,,,,,,,,,,,,,,,,,185197,,,,,1761537310.5491824,,,,,,,,,,,,
21155840.0,,,,,29299.186802838,,,,,,,,,,,,,,,,,,,,,0.05032582,,,,185928,,,,,1761537424.1210911,,,,,,,,,,,,
21184512.0,,,,,29339.218816837,,,,,,,,,,,,,,,6.333817e-05,,,,,,,,,,186181,,,,,1761537463.7484338,,,,,,,,,,,,
21266432.0,,,,,29449.309003947,,,,,,,,,,,,,,,,,,,-0.051883895,,,,,,186898,,,,,1761537576.645219,,,,,,,,,,,,
21268480.0,,,,,29454.313270949,,,,,,,,,,,,,,,,,,,,,,,,,186915,,,,,1761537579.4478366,,,,,,0.0003,,,,,,
21313536.0,,,,,29514.361286479,,,,13.010627,,,,,,,,,,,,,,,,,,,,,187309,,,,,1761537642.1110218,,,,,,,,,,,,
21336064.0,,,,,29549.386043664,,,,,,1000.0,,,,,,,,,,,,,,,,,,,187501,,,,,1761537673.5243084,,,,,,,,,,,,
21452800.0,,,,,29709.515940571,,,,,,,,,,,,,,,0.0013284705,,,,,,,,,,188539,,,,,1761537835.245774,,,,,,,,,,,,
21571584.0,,,,,29874.646796447,,,,,,,,,,200106.05,,,,,,,,,,,,,,,189572,,,,,1761538000.0715113,,,,,,,,,,,,
21645312.0,,,,,29974.72413219,0.064245164,,,,,,,,,,,,,,,,,,,,,,,,190215,,,,,1761538101.3051133,,,,,,,,,,,,
21690368.0,,,,,30039.773280583,,,,,,1000.0,,,,,,,,,,,,,,,,,,,190615,,,,,1761538163.3823712,,,,,,,,,,,,
21692416.0,,,722.0,,30039.773939585,,,,,,,,,,,,,,,,,,,,,,,,,190635,,,,,1761538166.243762,,,,,,,,,,,,
21780480.0,,,,,30159.869985083,,,,,,,,0.2,,,,,,,,,,,,,,,,,191412,,,,,1761538288.1951854,,,,,,,,,,,,
21803008.0,,,,,30194.894921803,,,,,,,,,,192110.64,,,,,,,,,,,,,,,191606,,,,,1761538319.2160895,,,,,,,,,,,,
21848064.0,,,,,30254.942018016,,,,,,,,0.2,,,,,,,,,,,,,,,,,192006,,,,,1761538381.3325548,,,,,,,,,,,,
21987328.0,,,,,30450.098543102,0.1399037,,,,,,,,,,,,,,,,,,,,,,,,193221,,,,,1761538573.6770139,,,,,,,,,,,,
21995520.0,,,,,30460.105875772,,,,,,,,,,,,,,,,,,0.1265647,,,,,,,193300,,,,,1761538585.0224752,,,,,,,,,,,,
22032384.0,,,,,30510.143180941,,,,,,,,,,,,,,,,,,,,,,,,,193629,,,,,1761538636.0212185,,,,,,0.0003,,,,,,
22077440.0,,,,0.9015696,30575.192297681,,,,,,,,,,,,,,,,,,,,,,,,,194024,,,,,1761538698.6497898,,,,,,,,,,,,
22183936.0,,,,,30720.30759085,,,,,0.5692871,,,,,,,,,,,,,,,,,,,,194957,,,,,1761538845.8543437,,,,,,,,,,,,
22222848.0,,,,,30775.351713407,,,,,,1000.0,,,,,,,,,,,,,,,,,,,195295,,,,,1761538899.8951364,,,,,,,,,,,,
22276096.0,,,,,30845.407435745,,,,,,,,,0.055341218,,,,,,,,,,,,,,,,195761,,,,,1761538973.7515202,,,,,,,,,,,,
22353920.0,,,,,30955.497680388,,,,,,,,,,,,,,,,,,,,,,,,,196446,,,,,1761539081.7415805,,,,0.34313852,,,,,,,,
22423552.0,,,722.0,,31050.573418899,,,,,,,,,,,,,,,,,,,,,,,,,197061,,,,,1761539178.2255588,,,,,,,,,,,,
22575104.0,,,,,31260.737523688,,,,,,,,,,,,,,,,,,0.30742434,,,,,,,198394,,,,,1761539387.4994721,,,,,,,,,,,,
22618112.0,,,,,31320.782954683,,,,,,,,,,,,,,,,,,,,,,,,0.06224595,198766,,,,,1761539447.0236874,,,,,,,,,,,,
22673408.0,,,,,31395.842610229,,,,,,,,,0.009580541,,,,,,,,,,,,,,,,199253,,,,,1761539523.6438055,,,,,,,,,,,,
22761472.0,,,,,31520.947405062,,,,,0.49472657,,,,,,,,,,,,,,,,,,,,200033,,,,,1761539645.1596918,,,,,,,,,,,,
22779904.0,,,,,31545.965052663,,,,,,,,0.2,,,,,,,,,,,,,,,,,200196,,,,,1761539670.7040808,,,,,,,,,,,,
22796288.0,,,,,31565.980173861,,,,,,,,,,,,,,,,,,,,,,,,0.21217164,200332,,,,,1761539693.3380306,,,,,,,,,,,,
22798336.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 2, 1, 2, 3, 2, 2, 0, 1, 2, 4, 8, 7, 7, 3, 11, 6, 5, 10, 5, 7, 5, 4, 1, 5, 1, 4, 5, 1, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.2561817765235901, 'size': 0.006838701199740171}}",,,,31570.983257753,,0.0,"{'packedBins': {'size': 0.011763995978981256, 'count': 64, 'min': -0.5354616641998291}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 4, 2, 5, 3, 7, 3, 10, 9, 7, 10, 9, 6, 7, 9, 5, 5, 6, 4, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1]}",,,,"{'_type': 'histogram', 'values': [1, 0, 1, 1, 0, 5, 1, 2, 3, 0, 3, 1, 3, 0, 4, 3, 5, 3, 1, 0, 3, 1, 3, 1, 3, 2, 3, 2, 2, 0, 1, 4, 1, 0, 4, 1, 3, 5, 4, 1, 2, 3, 2, 0, 6, 4, 4, 2, 3, 2, 2, 1, 6, 1, 2, 2, 1, 0, 1, 1, 0, 0, 1, 1], 'packedBins': {'min': -0.27877044677734375, 'size': 0.009004993364214897, 'count': 64}}",,,,,,,,,"{'_type': 'histogram', 'values': [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.0469210259616375, 'size': 0.002698087540920824, 'count': 64}}","{'packedBins': {'min': -0.5643019676208496, 'size': 0.012902210932224989, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 3, 2, 3, 3, 0, 1, 1, 4, 1, 0, 2, 3, 1, 2, 1, 2, 2, 3, 2, 0, 2, 0, 1, 3, 1, 0, 0, 1, 0, 1, 2]}",,,,,"{'_type': 'histogram', 'values': [1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 5, 3, 1, 3, 10, 5, 11, 18, 26, 34, 39, 50, 61, 94, 134, 177, 206, 204, 172, 148, 94, 96, 74, 48, 27, 25, 23, 13, 11, 4, 6, 3, 3, 4, 2, 3, 3, 2, 1, 1, 1, 0, 0, 1, 0, 2, 1], 'packedBins': {'count': 64, 'min': -1.1541106700897217, 'size': 0.03366827219724655}}",,,200348,,"{'values': [1, 1, 0, 1, 0, 3, 0, 0, 1, 7, 4, 3, 10, 11, 21, 19, 28, 28, 47, 47, 67, 96, 99, 118, 129, 160, 177, 191, 232, 262, 313, 343, 367, 368, 401, 406, 418, 428, 395, 401, 382, 339, 314, 284, 235, 211, 169, 160, 116, 92, 76, 65, 53, 35, 20, 17, 13, 2, 2, 1, 2, 0, 0, 1], 'packedBins': {'min': -0.8205405473709106, 'size': 0.022411285899579525, 'count': 64}, '_type': 'histogram'}",,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1, 3, 0, 2, 4, 5, 4, 10, 11, 13, 25, 31, 48, 60, 81, 112, 111, 173, 202, 248, 310, 376, 420, 458, 473, 536, 527, 548, 524, 483, 457, 402, 333, 265, 245, 204, 130, 112, 72, 48, 42, 36, 13, 12, 8, 3, 2, 0, 3], 'packedBins': {'min': -0.9449756145477295, 'size': 0.022227901499718428, 'count': 64}, '_type': 'histogram'}",1761539696.1744452,,,,,"{'bins': [-3.329982280731201, -3.319007396697998, -3.308032751083374, -3.297057867050171, -3.286083221435547, -3.2751083374023438, -3.2641334533691406, -3.2531588077545166, -3.2421839237213135, -3.2312092781066895, -3.2202343940734863, -3.209259510040283, -3.198284864425659, -3.187309980392456, -3.176335334777832, -3.165360450744629, -3.154385566711426, -3.1434109210968018, -3.1324360370635986, -3.1214613914489746, -3.1104865074157715, -3.0995118618011475, -3.0885369777679443, -3.077562093734741, -3.066587448120117, -3.055612564086914, -3.04463791847229, -3.033663034439087, -3.022688150405884, -3.0117135047912598, -3.0007386207580566, -2.9897639751434326, -2.9787890911102295, -2.9678142070770264, -2.9568395614624023, -2.945864677429199, -2.934890031814575, -2.923915147781372, -2.912940263748169, -2.901965618133545, -2.890990734100342, -2.8800160884857178, -2.8690412044525146, -2.8580663204193115, -2.8470916748046875, -2.8361167907714844, -2.8251421451568604, -2.8141672611236572, -2.803192615509033, -2.79221773147583, -2.781242847442627, -2.770268201828003, -2.7592933177948, -2.748318672180176, -2.7373437881469727, -2.7263689041137695, -2.7153942584991455, -2.7044193744659424, -2.6934447288513184, -2.6824698448181152, -2.671494960784912, -2.660520315170288, -2.649545431137085, -2.638570785522461, -2.627595901489258], '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0, 2, 0, 1, 2, 2, 2, 2, 3, 1, 2, 1, 0, 2, 1, 5, 2, 1, 3, 3, 2, 1, 2, 0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 0, 2, 2, 1], 'packedBins': {'size': 0.00641285115852952, 'count': 64, 'min': -0.21894140541553497}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 4, 4, 4, 6, 7, 15, 17, 15, 19, 19, 20, 23, 36, 36, 43, 39, 34, 31, 56, 39, 43, 61, 45, 37, 47, 34, 32, 30, 33, 24, 27, 23, 17, 15, 18, 16, 11, 6, 5, 5, 3, 5, 2, 2, 0, 1, 0, 5, 1, 0, 0, 2], 'packedBins': {'min': -0.36055004596710205, 'size': 0.011155988555401564, 'count': 64}}","{'packedBins': {'count': 64, 'min': -0.767814040184021, 'size': 0.023356820456683636}, '_type': 'histogram', 'values': [1, 0, 0, 1, 1, 4, 2, 1, 3, 4, 2, 10, 8, 16, 19, 14, 21, 23, 27, 31, 35, 40, 37, 53, 45, 49, 75, 54, 49, 72, 81, 79, 96, 80, 82, 81, 60, 63, 57, 43, 64, 44, 48, 47, 36, 37, 29, 18, 17, 27, 17, 17, 6, 7, 3, 4, 5, 2, 0, 2, 3, 1, 2, 1]}",,"{'_type': 'histogram', 'values': [1], 'bins': [0.08964579552412033, 0.08964579552412033]}"
22847488.0,,,,,31636.040470383,,,,,,,,0.2,,,,,,,,,,,,,,,,,200790,,,,,1761539764.036534,,,,,,,,,,,,
22894592.0,,,,,31701.092910574,0.06421262,,,,,,,,,,,,,,,,,,,,,,,,201195,,,,,1761539828.9509401,,,,,,,,,,,,
22910976.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 2, 0, 2, 3, 3, 2, 0, 0, 2, 5, 7, 7, 7, 4, 9, 7, 6, 8, 7, 8, 3, 5, 0, 6, 1, 3, 5, 2, 1, 2, 2, 1, 0, 0, 0, 1, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.2561817765235901, 'size': 0.006807563826441765}}",,,,31726.110349036,,0.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 2, 2, 3, 5, 5, 3, 4, 4, 14, 6, 10, 7, 11, 7, 9, 3, 4, 8, 3, 4, 0, 1, 4, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.5328176021575928, 'size': 0.011652283370494843, 'count': 64}}",,,,"{'values': [1, 0, 2, 1, 3, 2, 2, 3, 0, 3, 1, 0, 3, 3, 2, 4, 4, 3, 0, 1, 3, 3, 0, 3, 1, 2, 4, 2, 1, 0, 2, 4, 0, 1, 3, 2, 2, 5, 4, 0, 3, 3, 2, 1, 5, 5, 4, 1, 3, 3, 1, 3, 4, 2, 1, 0, 3, 0, 0, 2, 0, 0, 1, 1], 'packedBins': {'min': -0.27426236867904663, 'size': 0.008945197332650423, 'count': 64}, '_type': 'histogram'}",,,,,,,,,"{'packedBins': {'min': -0.0455290712416172, 'size': 0.0027738160570152104, 'count': 64}, '_type': 'histogram', 'values': [2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'values': [1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 3, 1, 4, 1, 2, 1, 2, 3, 2, 0, 3, 3, 1, 1, 1, 1, 2, 4, 1, 1, 2, 0, 2, 2, 1, 0, 0, 1, 0, 1, 2], 'packedBins': {'min': -0.5773158073425293, 'size': 0.01312868483364582, 'count': 64}, '_type': 'histogram'}",,,,,"{'_type': 'histogram', 'values': [1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 2, 11, 5, 16, 17, 25, 34, 40, 54, 64, 94, 152, 184, 208, 204, 155, 150, 87, 98, 64, 46, 26, 25, 19, 10, 13, 2, 7, 3, 3, 5, 1, 3, 2, 3, 1, 1, 1, 0, 0, 1, 0, 2, 1], 'packedBins': {'count': 64, 'min': -1.1480073928833008, 'size': 0.0336462315171957}}",,,201338,,"{'packedBins': {'size': 0.022441111505031586, 'count': 64, 'min': -0.8232181072235107}, '_type': 'histogram', 'values': [1, 0, 1, 1, 1, 1, 1, 0, 1, 4, 7, 3, 9, 12, 19, 17, 33, 24, 48, 44, 66, 90, 102, 110, 117, 172, 182, 190, 229, 262, 315, 332, 352, 375, 399, 412, 406, 433, 403, 391, 391, 346, 317, 282, 243, 209, 174, 168, 113, 97, 73, 66, 55, 35, 18, 19, 12, 3, 2, 1, 2, 0, 0, 1]}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1, 3, 0, 1, 6, 5, 3, 9, 10, 16, 25, 34, 46, 53, 87, 114, 108, 176, 195, 264, 301, 385, 411, 465, 464, 536, 547, 530, 531, 467, 463, 403, 329, 277, 233, 204, 133, 114, 68, 49, 45, 32, 17, 12, 6, 4, 1, 0, 3], 'packedBins': {'min': -0.9448536038398743, 'size': 0.022216996643692255, 'count': 64}}",1761539851.6449523,,,,,"{'bins': [-3.353631019592285, -3.3427367210388184, -3.3318421840667725, -3.3209478855133057, -3.3100533485412598, -3.299159049987793, -3.288264751434326, -3.2773702144622803, -3.2664759159088135, -3.2555816173553467, -3.244687080383301, -3.233792781829834, -3.222898483276367, -3.2120039463043213, -3.2011096477508545, -3.1902151107788086, -3.179320812225342, -3.168426513671875, -3.157531976699829, -3.1466376781463623, -3.1357431411743164, -3.1248488426208496, -3.113954544067383, -3.103060007095337, -3.09216570854187, -3.0812714099884033, -3.0703768730163574, -3.0594825744628906, -3.048588275909424, -3.037693738937378, -3.026799440383911, -3.0159049034118652, -3.0050106048583984, -2.9941163063049316, -2.9832217693328857, -2.972327470779419, -2.961432933807373, -2.9505386352539062, -2.9396443367004395, -2.9287497997283936, -2.9178555011749268, -2.90696120262146, -2.896066665649414, -2.8851723670959473, -2.8742780685424805, -2.8633835315704346, -2.8524892330169678, -2.841594696044922, -2.830700397491455, -2.8198060989379883, -2.8089115619659424, -2.7980172634124756, -2.7871227264404297, -2.776228427886963, -2.765334129333496, -2.75443959236145, -2.7435452938079834, -2.7326509952545166, -2.7217564582824707, -2.710862159729004, -2.699967861175537, -2.689073324203491, -2.6781790256500244, -2.6672844886779785, -2.6563901901245117], '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 4, 0, 3, 3, 1, 2, 1, 0, 2, 1, 5, 2, 1, 1, 5, 2, 1, 2, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 2, 2, 1], 'packedBins': {'size': 0.0063991660717874765, 'count': 64, 'min': -0.21940238773822784}}",,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 4, 3, 5, 4, 8, 15, 18, 16, 18, 18, 23, 25, 31, 36, 48, 37, 32, 30, 58, 41, 43, 55, 43, 42, 41, 42, 29, 30, 34, 23, 30, 20, 19, 15, 16, 19, 10, 5, 4, 5, 5, 1, 5, 1, 1, 1, 0, 5, 1, 0, 0, 2], 'packedBins': {'min': -0.3607788383960724, 'size': 0.011158687062561512, 'count': 64}}","{'packedBins': {'count': 64, 'min': -0.765792727470398, 'size': 0.023318707942962646}, '_type': 'histogram', 'values': [1, 0, 0, 2, 1, 3, 2, 1, 5, 3, 1, 10, 8, 19, 17, 13, 22, 23, 30, 32, 31, 43, 35, 51, 47, 49, 70, 59, 47, 77, 80, 78, 96, 75, 90, 79, 52, 67, 61, 44, 62, 45, 45, 44, 40, 34, 30, 16, 20, 25, 18, 16, 7, 7, 3, 6, 2, 3, 0, 2, 2, 2, 2, 1]}",,"{'values': [1], 'bins': [0.09156225621700287, 0.09156225621700287], '_type': 'histogram'}"
22935552.0,,,,,31761.136711446,,,,,,,,,,,,,,,,,,,,,,,,,201567,,,,,1761539885.51232,,,,,,0.0003,,,,,,
23003136.0,,,,0.83059585,31851.207176295,,,,,,,,,,,,,,,,,,,,,,,,,202160,,,,,1761539978.939422,,,,,,,,,,,,
23058432.0,,,,,31931.271252131,,,,,,,,,,,,,,,,,,,,,,,,,202638,,,,,1761540055.8992608,,,,0.3416955,,,,,,,,
23076864.0,,,,,31956.289371994,,,,,,,,,,,,,,,,,,,,,,,,,202800,,,,,1761540081.3959758,,,,0.1566761,,,,,,,,
23126016.0,,,,,32026.344987001,,0.0,,,,,,,,,,,,,,,,,,,,,,,203228,,,,,1761540149.6968203,,,,,,,,,,,,
23162880.0,,,722.0,,32076.382434681,,,,,,,,,,,,,,,,,,,,,,,,,203559,,,,,1761540200.2168293,,,,,,,,,,,,
23173120.0,,,,,32086.391686861,,,,13.25833,,,,,,,,,,,,,,,,,,,,,203653,,,,,1761540214.34103,,,,,,,,,,,,
23181312.0,,,,,32101.404912991,,,,,,,,,,,,,,,,,,,,,,,,,203729,,,-0.0006028692,,1761540225.6712592,,,,,,,,,,,,
23218176.0,,,,0.71435356,32151.447754749,,,,,,,,,,,,,,,,,,,,,,,,,204050,,,,,1761540276.7721386,,,,,,,,,,,,
23248896.0,,,,,32191.479362996,,,,,,,,,-0.19415116,,,,,,,,,,,,,,,,204311,,,,,1761540319.156872,,,,,,,,,,,,
23248896.0,,,,,32191.480604758,,,,,0.47016603,,,,,,,,,,,,,,,,,,,,204317,,,,,1761540319.1569388,,,,,,,,,,,,
23265280.0,,,,,32216.497727936,,,,,,,,,,,,,,,,,,,,,,,,,204456,,,,,1761540341.7831533,,,,-0.020100977,,,,,,,,
23265280.0,,,,,32216.498053438,,,,,,,,,,,,,,,0.0060043205,,,,,,,,,,204469,,,,,1761540341.7890995,,,,,,,,,,,,
23267328.0,,,,,32216.498475206,,,,,,,,,,,,,,,,,,,,,0.046836093,,,,204486,,,,,1761540344.5732937,,,,,,,,,,,,
23349248.0,,,,,32331.589937168,,,,,,,,,,,,,,,0.0043000504,,,,,,,,,,205207,,,,,1761540458.2807515,,,,,,,,,,,,
23400448.0,,,,,32401.643611294,,,,,,,,,,,,,,,,,,0.3817764,,,,,,,205648,,,,,1761540529.2231476,,,,,,,,,,,,
23422976.0,,,,,32436.668594611,,,,,,1000.0,,,,,,,,,,,,,,,,,,,205843,,,,,1761540560.4379563,,,,,,,,,,,,
23425024.0,,,,,32436.669210628,,,,,0.4864746,,,,,,,,,,,,,,,,,,,,205865,,,,,1761540563.274844,,,,,,,,,,,,
23531520.0,,,,,32586.786055565,,,,,,,,,,,,,,,,,,,,,,,,0.05865848,206794,,,,,1761540710.6684444,,,,,,,,,,,,
23562240.0,,,,,32626.817722856,,,,,,,,,0.5244271,,,,,,,,,,,,,,,,207065,,,,,1761540752.881298,,,,,,,,,,,,
23611392.0,,,,,32696.870658226,,,,,,,,,,,,,,,,,,,,,,,,,207507,,,,,1761540820.9875576,,,,,,0.0003,,,,,,
23703552.0,,,722.0,,32822.100751181,,,,,,,,,,,,,,,,,,,,,,,,,208311,,,,,1761540949.3321347,,,,,,,,,,,,
23734272.0,,,,,32867.003485187,,,,,,,,,0.48039988,,,,,,,,,,,,,,,,208577,,,,,1761540991.7705061,,,,,,,,,,,,
23738368.0,,,722.0,,32872.008421084,,,,,,,,,,,,,,,,,,,,,,,,,208617,,,,,1761540997.3934813,,,,,,,,,,,,
23740416.0,,,,,32872.009048715,,,,,,,,,,,,,,,,,,,,,,,,,208643,,,-0.010916741,,1761541000.160193,,,,,,,,,,,,
23750656.0,,,,,32887.02072724,,,,,,,,,,,,,,,,,,,,,,,,,208731,,,,,1761541014.276992,,,,,,0.0003,,,,,,
23769088.0,,,,,32912.041277892,,,,,,,,,,,,,,,,,,,,,,,,0.57982063,208882,,,,,1761541039.7859695,,,,,,,,,,,,
23894016.0,,,,,33087.183942743,,,,,,,,,-0.06712693,,,,,,,,,,,,,,,,209981,,,,,1761541212.8022625,,,,,,,,,,,,
23912448.0,,,,,33112.201567399,,,,,,,,,,,,,,,,,,,-0.037724767,,,,,,210154,,,,,1761541238.4588737,,,,,,,,,,,,
23924736.0,,,,,33132.215940558,,,,13.470566,,,,,,,,,,,,,,,,,,,,,210259,,,,,1761541255.5839455,,,,,,,,,,,,
