parameters/mlp_extractor.policy_net.2.bias,rollout/ep_rew_mean,gradients/mlp_extractor.value_net.0.bias,curriculum/current_phase,gradients/mlp_extractor.value_net.0.weight,train/value_loss,gradients/value_net.weight,_step,gradients/mlp_extractor.policy_net.0.bias,rollout/ep_len_mean,train/explained_variance,robot/velocity_ms,parameters/mlp_extractor.policy_net.0.bias,parameters/action_net.weight,gradients/mlp_extractor.policy_net.0.weight,train/entropy_loss,parameters/action_net.bias,parameters/value_net.weight,gradients/log_std,parameters/mlp_extractor.value_net.2.weight,train/clip_fraction,parameters/mlp_extractor.policy_net.0.weight,parameters/value_net.bias,parameters/mlp_extractor.policy_net.2.weight,train/std,gradients/mlp_extractor.policy_net.2.bias,gradients/mlp_extractor.value_net.2.weight,gradients/mlp_extractor.value_net.2.bias,train/clip_range,gradients/action_net.weight,time/fps,_runtime,_timestamp,robot/total_distance,train/policy_gradient_loss,gradients/mlp_extractor.policy_net.2.weight,parameters/mlp_extractor.value_net.0.weight,train/learning_rate,gradients/value_net.bias,global_step,parameters/mlp_extractor.value_net.0.bias,robot/x_position,train/approx_kl,parameters/mlp_extractor.value_net.2.bias,robot/height,parameters/log_std,gradients/action_net.bias
,,,,,,,165950,,1000.0,,,,,,,,,,,,,,,,,,,,,,28542.101053021,1759289924.7756875,,,,,,,19994624.0,,,,,,,
,,,,,,,166722,,,0.7055335,,,,,,,,,,,,,,,,,,,,,28677.527243584,1759290060.8777428,,,,,,,20086784.0,,,,,,,
,-950.3048,,,,,,166767,,,,,,,,,,,,,,,,,,,,,,,,28687.533931968,1759290069.5495346,,,,,,,20092928.0,,,,,,,
,,,,,,,169636,,,,,,,,,,,,,,,,,,,,,,,,29177.995359984,1759290561.903723,0.15407835,,,,,,20439040.0,,,,,,,
,,,,,,,169706,,,,,,,,,,,,,,,,,,,,,,,,29188.000787523,1759290573.3157299,,,,,,,20447232.0,,-0.15439099,,,,,
,,,,,,,170084,,,,,,,,,,,,,,,,,,,,,,,,29253.07807867,1759290637.7390022,,,,,,,20492288.0,,,0.00030240772,,,,
,,,0.0,,,,170178,,,,,,,,,,,,,,,,,,,,,,,,29273.091326535,1759290655.009202,,,,,,,20504576.0,,,,,,,
,,,,,,,171058,,,,,,,,,,,,,,,,,,,,,,,,29418.186435653,1759290803.4933157,,,,,0.0001,,20609024.0,,,,,,,
,,,,,,,171279,,,,,,,,,,,,,,,,,,,,,,,,29458.346249603,1759290843.1441398,,,,,0.0001,,20635648.0,,,,,,,
,,,,,0.00040686218,,171299,,,,,,,,,,,,,,,,,,,,,,,,29463.360332524,1759290846.5433023,,,,,,,20637696.0,,,,,,,
,,,,,,,171311,,,,,,,,-21.587723,,,,,,,,,,,,,,,,29468.363964635,1759290849.4557903,,,,,,,20639744.0,,,,,,,
,,,,,,,171395,,,,,,,,,,,,,,,,,,,,,0.15,,,29483.374623838,1759290863.9992085,,,,,,,20649984.0,,,,,,,
,,,,,,,171889,,,,,,,,-21.643482,,,,,,,,,,,,,,,,29568.49153239,1759290950.139971,,,,,,,20709376.0,,,,,,,
,,,,,,,173097,,,0.9511205,,,,,,,,,,,,,,,,,,,,,29773.884785873,1759291156.911205,,,,,,,20854784.0,,,,,,,
,,,,,,,173326,,,,0.22158489,,,,,,,,,,,,,,,,,,,,29813.914695294,1759291197.070202,,,,,,,20883456.0,,,,,,,
,5721.5835,,,,,,174570,,,,,,,,,,,,,,,,,,,,,,,,30029.274481768,1759291410.0267463,,,,,,,21032960.0,,,,,,,
,,,,,,,174769,,,,,,,,,,,,,,,,,,,,,,,,30064.313520406,1759291445.901089,,,,,,,21057536.0,,,,,0.13999169,,
,,,,,,,174833,,,,,,,,,,,,,,,,,,,,,,,,30069.317138553,1759291454.5508718,,-0.0039269705,,,,,21063680.0,,,,,,,
,,,,,0.043968514,,174988,,,,,,,,,,,,,,,,,,,,,,,,30099.487821087,1759291481.8974369,,,,,,,21082112.0,,,,,,,
,,,,,,,176571,,,,,,,,,,,,,,,,,,,,,,,,30374.900823927,1759291756.6843376,,,,,,,21274624.0,,,,,0.06426771,,
,,,,,,,176749,,,,,,,,,,,,,0.0016276042,,,,,,,,,,,30399.918628416,1759291785.3756447,,,,,,,21295104.0,,,,,,,
,,,,,,,176828,,,,-0.0045193755,,,,,,,,,,,,,,,,,,,,30414.925485077,1759291799.7638826,,,,,,,21305344.0,,,,,,,
,,,,,,,179394,,,,,,,,,,,,,,,,,,,,,,,,30855.293417442,1759292238.9308999,0.7346273,,,,,,21614592.0,,,,,,,
,,,,,,,180319,,,,,,,,,,,,,0.006876628,,,,,,,,,,,31015.722528141,1759292400.0739589,,,,,,,21725184.0,,,,,,,
,,,0.0,,,,180548,,,,,,,,,,,,,,,,,,,,,,,,31055.74789805,1759292440.0525396,,,,,,,21753856.0,,,,,,,
,,,,,,,181094,,,,,,,,,,,,,,,,,,,,,,,,31150.945373621,1759292534.8378954,0.001728079,,,,,,21819392.0,,,,,,,
,,,,,,,181187,,,,,,,,,,,,,,,,,,,,,0.15,,,31165.955492155,1759292549.2245045,,,,,,,21829632.0,,,,,,,
,,,,,,,181979,,,,0.47274202,,,,,,,,,,,,,,,,,,,,31301.116620076,1759292686.6480289,,,,,,,21925888.0,,,,,,,
,,,,,,,183025,,,0.96533513,,,,,,,,,,,,,,,,,,,,,31486.780167998,1759292870.8615975,,,,,,,22050816.0,,,,,,,
,,,,,,,183120,,1000.0,,,,,,,,,,,,,,,,,,,,,,31506.791308793,1759292888.48798,,,,,,,22063104.0,,,,,,,
,,,,,,,183783,,1000.0,,,,,,,,,,,,,,,,,,,,,,31621.956748887,1759293003.6977131,,,,,,,22142976.0,,,,,,,
,,,,,,,184003,,,,,,,,,,,,,,,,,,,,,,,,31656.982316508,1759293041.4208343,,,,,,,22169600.0,,-0.17204607,,,,,
,,,,,,,184769,,1000.0,,,,,,,,,,,,,,,,,,,,,,31787.072432861,1759293171.623032,,,,,,,22261760.0,,,,,,,
,,,,,,,185197,,,,,,,,,,,,,,,,,,,,,,,,31862.122947634,1759293243.9309857,,,,,,,22312960.0,,,0.00044348915,,,,
,,,,,,,185928,,,,,,,,,,,,,,,,,,,,,,,,31987.267516916,1759293368.262284,,,,,,,22401024.0,,,0.0004488664,,,,
,,,0.0,,,,186022,,,,,,,,,,,,,,,,,,,,,,,,32002.286792661,1759293386.092271,,,,,,,22413312.0,,,,,,,
,-7948.0474,,,,,,186181,,,,,,,,,,,,,,,,,,,,,,,,32027.305260289,1759293412.16834,,,,,,,22431744.0,,,,,,,
,,,,,,,186898,,,,,,,,,,,,,0.0006917318,,,,,,,,,,,32152.429207943,1759293534.7711165,,,,,,,22517760.0,,,,,,,
,,,,,,,186915,,,,,,,,,,,,,0.0033365886,,,,,,,,,,,32152.429623863,1759293537.6827238,,,,,,,22519808.0,,,,,,,
,,,,,,,187309,,,0.92344993,,,,,,,,,,,,,,,,,,,,,32222.587618476,1759293605.0859358,,,,,,,22566912.0,,,,,,,
,,,0.0,,,,187501,,,,,,,,,,,,,,,,,,,,,,,,32257.610703383,1759293639.7379332,,,,,,,22591488.0,,,,,,,
,,,,,,,188539,,,,,,,,,,,,,,,,,,,,,,,,32438.147241927,1759293821.1861303,,,,,,,22716416.0,,,,,0.06424979,,
,,,,,,,188937,,,,,,,,,,,,,,,,,,,,,,,,32508.249793969,1759293889.1200974,,,,,,,22763520.0,,,0.00059670967,,,,
,,,,,,,189572,,,,,,,,,,,,,,,,,,,,,,,,32613.325404422,1759293996.154842,,-0.0030004028,,,,,22839296.0,,,,,,,
,,,,,,,190215,,,,,,,,-22.882812,,,,,,,,,,,,,,,,32723.393971086,1759294105.9058325,,,,,,,22917120.0,,,,,,,
,,,,,,,190615,,,,-0.0062527056,,,,,,,,,,,,,,,,,,,,32793.44065216,1759294174.9600482,,,,,,,22966272.0,,,,,,,
,-11961.361,,,,,,190635,,,,,,,,,,,,,,,,,,,,,,,,32793.44116893,1759294177.7562099,,,,,,,22968320.0,,,,,,,
,,,,,,,191412,,,,,,,,,,,,,,,,,,,,,,,,32928.651809092,1759294312.5495594,,,,,,,23062528.0,,,,,0.064254485,,
,,,,,,,191606,,,,,,,,,,,,,,,,,,,,,,,,32963.690612661,1759294344.6002347,,,,,,,23085056.0,,,0.00044357273,,,,
,,,0.0,,,,192006,,,,,,,,,,,,,,,,,,,,,,,,33033.924719037,1759294416.5850186,,,,,,,23134208.0,,,,,,,
,,,,,,,193221,,,,,,,,,,,,,,,,,,,,,,,,33239.209860684,1759294623.4665399,,,,,,,23279616.0,,,0.0038307067,,,,
,,,,,,,193300,,,,,,,,,,,,,,,,,,,,,,,,33254.249121066,1759294637.9110854,0.06958357,,,,,,23289856.0,,,,,,,
,,,,,,,193629,,,,,,,,,,,,,,,,,,,,,,,,33314.396851711,1759294695.063315,,,,,,,23328768.0,,,0.0010944938,,,,
,,,,,,,194024,,,0.98140395,,,,,,,,,,,,,,,,,,,,,33379.695830691,1759294764.8672888,,,,,,,23375872.0,,,,,,,
,,,,,,,194917,,,,,,,,,,,,,,,,,,,,,,,,33540.703037956,1759294921.772094,,,,,,,23484416.0,,0.12315922,,,,,
,,,,,,,194957,,,,,,,,,,,,,,,,,,,,,0.15,,,33545.707255988,1759294927.5598474,,,,,,,23488512.0,,,,,,,
,,,,,,,195295,,,,,,,,,,,,,,,,,,,,,,,,33600.745859281,1759294985.3497586,,,,,,,23529472.0,,,0.0002726859,,,,
,,,,,,,195761,,,,,,,,,,,,,,,,,4.452697,,,,,,,33680.796886619,1759295063.2102606,,,,,,,23584768.0,,,,,,,
,,,,,,,196446,,,,0.005270383,,,,,,,,,,,,,,,,,,,,33800.88129761,1759295181.6161163,,,,,,,23668736.0,,,,,,,
,-3977.4487,,,,,,197061,,,,,,,,,,,,,,,,,,,,,,,,33906.101195076,1759295288.6398995,,,,,,,23742464.0,,,,,,,
,,,,,,,197363,,,,,,,,,,,,,,,,,,,,,,,,33956.138526445,1759295340.981465,0.56318593,,,,,,23779328.0,,,,,,,
,,,,,,,197610,,,,,,,,-23.384706,,,,,,,,,,,,,,,,34001.282081234,1759295382.7086215,,,,,,,23808000.0,,,,,,,
,,,,,,,198394,,,,,,,,,,,,,,,,,,,,,,,,34131.399024413,1759295516.163239,,,,,0.0001,,23902208.0,,,,,,,
,,,,,,,198766,,,,,,,,-23.445288,,,,,,,,,,,,,,,,34196.441877987,1759295579.4450867,,,,,,,23947264.0,,,,,,,
,,,,,,,199253,,1000.0,,,,,,,,,,,,,,,,,,,,,,34281.553606964,1759295665.5274177,,,,,,,24006656.0,,,,,,,
,,,,,,,200033,,,,0.02421413,,,,,,,,,,,,,,,,,,,,34416.717699419,1759295798.8826876,,,,,,,24100864.0,,,,,,,
,,,,,,,200196,,,,,,,,,,,,,,,,,,,,,,,,34441.733070091,1759295824.827758,,,,,0.0001,,24119296.0,,,,,,,
,,,,,,,200332,,,,,,,,,,,,,,,,,,,,,,,,34466.749520052,1759295847.9738076,,,,,0.0001,,24135680.0,,,,,,,
,,,,,,,200348,,,0.7367608,,,,,,,,,,,,,,,,,,,,,34466.749911617,1759295850.8349864,,,,,,,24137728.0,,,,,,,
,,,,,,,200790,,,0.5533432,,,,,,,,,,,,,,,,,,,,,34541.805575724,1759295925.8390255,,,,,,,24190976.0,,,,,,,
,,,,,,,201195,,,,,,,,,,,,,0.00061035156,,,,,,,,,,,34611.849464137,1759295995.01883,,,,,,,24240128.0,,,,,,,
,,,,,0.01457492,,201338,,,,,,,,,,,,,,,,,,,,,,,,34636.864861803,1759296018.0207777,,,,,,,24256512.0,,,,,,,
,,,,,,,201567,,,,,,,,,,,,,,,,,,,,,,,700.0,34676.890739617,1759296058.380196,,,,,,,24285184.0,,,,,,,
,,,,,,,202160,,1000.0,,,,,,,,,,,,,,,,,,,,,,34776.962438666,1759296159.4602544,,,,,,,24356864.0,,,,,,,
,,,,,,,202638,,,,,,,,,,,,,,,,,,,,,,,700.0,34857.014167895,1759296240.872025,,,,,,,24414208.0,,,,,,,
,,,,,0.0576659,,202800,,,,,,,,,,,,,,,,,,,,,,,,34882.03112631,1759296266.7917438,,,,,,,24432640.0,,,,,,,
,,,,,,,203228,,,,,,,,,,,,,,,,,,,,,,,,34957.079074716,1759296342.017732,0.06983688,,,,,,24485888.0,,,,,,,
,,,,,,,203559,,,,,,,,,,,,,,,,,,,,,0.15,,,35012.117639564,1759296397.4535024,,,,,,,24524800.0,,,,,,,
,,,,,,,203643,,,,,,,,,,,,,0.00040690106,,,,,,,,,,,35027.127388002,1759296411.986448,,,,,,,24535040.0,,,,,,,
,,,,,,,203653,,,,,,,,,,,,,,,,,,,,,,,,35032.129437573,1759296415.018135,0.018453887,,,,,,24537088.0,,,,,,,
,,,,,,,203729,,,,,,,,,,,,,,,,,,,,,0.15,,,35042.136612261,1759296426.5309045,,,,,,,24545280.0,,,,,,,
,,,,,,,204050,,,,,,,,,,,,,,,,,,,,,,,,35097.174996931,1759296481.537419,,,,,,,24584192.0,,,0.0002949569,,,,
,,,,,,,204311,,,,,,,,,,,,,,,,,,,,,,,,35142.204746606,1759296524.842492,,-0.001599643,,,,,24614912.0,,,,,,,
,,,,,,,204317,,,,0.0049579,,,,,,,,,,,,,,,,,,,,35142.204894294,1759296527.7074914,,,,,,,24616960.0,,,,,,,
,-13404.138,,,,,,204456,,,,,,,,,,,,,,,,,,,,,,,,35167.221056838,1759296550.7445085,,,,,,,24633344.0,,,,,,,
,,,,,,,204469,,,,,,,,,,,,,,,,,,,,,,,,35172.224488897,1759296553.5338137,0.08548213,,,,,,24635392.0,,,,,,,
,,,,,,,204486,,,,,,,,,,,,,,,,,,,,,,,,35172.224916336,1759296556.4640129,0.113387935,,,,,,24637440.0,,,,,,,
,,,,,,,205207,,,,,,,,,,,,,0.0010579427,,,,,,,,,,,35292.320437997,1759296677.7664974,,,,,,,24723456.0,,,,,,,
,,,,,,,205648,,,,,,,,,,,,,,,,,,,,,,,,35367.380489369,1759296752.7641556,,,,,,,24776704.0,,,0.00017766489,,,,
,,,,,0.020159919,,205843,,,,,,,,,,,,,,,,,,,,,,,,35402.404029047,1759296784.6228273,,,,,,,24799232.0,,,,,,,
,,,,,,,205865,,,,,,,,,,,,,,,,,,,,,,,,35407.405991368,1759296790.4052866,,,,,,,24803328.0,,-3.6053257,,,,,
,,,,,,,206794,,,,,,,,,,,,,,,,,4.829032,,,,,,,35562.519746028,1759296946.0151167,,,,,,,24913920.0,,,,,,,
,,,,,,,207065,,,,,,,,,,,,,,,,,,,,,,,,35607.553503967,1759296992.1874235,,-0.0033158525,,,,,24946688.0,,,,,,,
,,,,,,,207507,,,,,,,,,,,,,,,,,,,,,,,,35682.607949909,1759297067.0623221,,-0.0041664536,,,,,24999936.0,,,,,,,
,,,,,,,208311,,,,,,,,,,,,,,,,,,,,,,,,35823.113866359,1759297208.0478466,0.21670762,,,,,,25098240.0,,,,,,,
,,,,,,,208577,,,,,,,,,,,,,,,,,,,,,,,,35868.144752767,1759297251.5220222,,,,,0.0001,,25128960.0,,,,,,,
,,,,,,,208617,,,,,,,,,,,,,,,,,,,,,,,,35878.148547888,1759297260.209138,1.4817854,,,,,,25135104.0,,,,,,,
,,,,,,,208643,,,,,,,,-24.0259,,,,,,,,,,,,,,,,35878.14919655,1759297263.119013,,,,,,,25137152.0,,,,,,,
,,,,,,,208731,,,,,,,,,,,,,,,,,,,,,,,,35893.158742066,1759297277.6561944,,-0.0036078275,,,,,25147392.0,,,,,,,
,,,,,,,208882,,,0.9422518,,,,,,,,,,,,,,,,,,,,,35918.174993702,1759297303.6044688,,,,,,,25165824.0,,,,,,,
,,,,,,,209797,,,,,,,,,,,,,0.00036621094,,,,,,,,,,,36078.280884602,1759297459.7415662,,,,,,,25276416.0,,,,,,,
,-1867.6562,,,,,,209981,,,,,,,,,,,,,,,,,,,,,,,,36108.30322712,1759297491.3158875,,,,,,,25298944.0,,,,,,,
,,,,,,,210154,,,,,,,,,,,,,0.0010579427,,,,,,,,,,,36138.324992109,1759297520.2512164,,,,,,,25319424.0,,,,,,,
,,,,,,,210259,,,0.8777339,,,,,,,,,,,,,,,,,,,,,36153.335382041,1759297537.6156342,,,,,,,25331712.0,,,,,,,
,,,0.0,,,,210264,,,,,,,,,,,,,,,,,,,,,,,,36158.3365543,1759297540.495525,,,,,,,25333760.0,,,,,,,
,,,,,,,212112,,,0.7175664,,,,,,,,,,,,,,,,,,,,,36468.548848144,1759297851.844837,,,,,,,25554944.0,,,,,,,
,,,,,,,212160,,,,,,,,,,,,,0.0013834635,,,,,,,,,,,36478.557457715,1759297860.4838483,,,,,,,25561088.0,,,,,,,
,,,,,,,212400,,,,,,,,-24.252817,,,,,,,,,,,,,,,,36518.58687613,1759297900.6015568,,,,,,,25589760.0,,,,,,,
,,,,,,,212502,,,,,,,,-24.237347,,,,,,,,,,,,,,,,36533.596977528,1759297917.7256172,,,,,,,25602048.0,,,,,,,
,,,,,,,212522,,,,,,,,,,,,,,,,,,,,,,,,36538.597128735,1759297920.6067095,,-0.0024426517,,,,,25604096.0,,,,,,,
,,,,,,,213070,,,,,,,,,,,,,,,,,,,,,,,,36633.660186933,1759298015.6335473,,,,,,,25671680.0,,,,,0.064245716,,
,,,,,0.12320404,,213493,,,,,,,,,,,,,,,,,,,,,,,,36698.708348238,1759298084.2045949,,,,,,,25720832.0,,,,,,,
,,,,,,,214535,,,,,,,,,,,,,,,,,,,,,,,,36884.071562628,1759298266.1775632,,,,,,,25847808.0,,1.256097,,,,,
,,,,,,,214869,,,,,,,,,,,,,,,,,5.1495442,,,,,,,36939.105300527,1759298320.8444977,,,,,,,25886720.0,,,,,,,
,,,,,,,215367,,,,0.006826693,,,,,,,,,,,,,,,,,,,,37024.163484697,1759298407.149147,,,,,,,25948160.0,,,,,,,
,,,,,,,215481,,,,,,,,,,,,,,,,,5.1759043,,,,,,,37039.173699938,1759298424.542003,,,,,,,25960448.0,,,,,,,
,,,,,,,215831,,,,,,,,,,,,,,,,,,,,,,,,37099.213209882,1759298484.6656206,,,,,,,26003456.0,,,0.0005492441,,,,
,,,,,,,216739,,,,,,,,,,,,,,,,,5.2143497,,,,,,,37254.351468982,1759298637.6287513,,,,,,,26112000.0,,,,,,,
,,,,,,,217231,,,,,,,,,,,,,,,,,,,,,,,,37339.411069568,1759298721.2898788,,-0.0022674208,,,,,26171392.0,,,,,,,
,,,,,,,218080,,,,,,,,,,,,,,,,,,,,,,,,37484.513535313,1759298865.30086,,,,,0.0001,,26273792.0,,,,,,,
,,,,,,,218960,,,,,,,,,,,,,0.0008544922,,,,,,,,,,,37634.616981062,1759299015.4813547,,,,,,,26380288.0,,,,,,,
,,,,,,,219165,,,,,,,,,,,,,,,,,,,,,0.15,,,37664.636686389,1759299049.992148,,,,,,,26404864.0,,,,,,,
,,,,,,,219261,,,,,,,,,,,,,,,,,,,,,,,,37684.724219195,1759299067.8835847,,,,,,,26417152.0,,-0.67809576,,,,,
,,,,,,,220764,,,,,,,,-24.839256,,,,,,,,,,,,,,,,37950.752283729,1759299332.9176629,,,,,,,26597376.0,,,,,,,
,,,0.0,,,,221195,,,,,,,,,,,,,,,,,,,,,,,,38025.907582773,1759299411.0397396,,,,,,,26650624.0,,,,,,,
,,,,,,,221210,,,,,,,,,,,,,,,,,5.4658422,,,,,,,38025.907938452,1759299411.0437496,,,,,,,26650624.0,,,,,,,
,,,,,,,221759,,,,-0.0053646946,,,,,,,,,,,,,,,,,,,,38125.974279284,1759299506.698296,,,,,,,26718208.0,,,,,,,
,,,,,,,221917,,,,,,,,,,,,,,,,,,,,,,,,38150.989603147,1759299532.7687519,,,,,,,26736640.0,,,0.0003969887,,,,
,,,,,,,222014,,,,0.007689926,,,,,,,,,,,,,,,,,,,,38166.001664082,1759299550.0129814,,,,,,,26748928.0,,,,,,,
,,,0.0,,,,222028,,,,,,,,,,,,,,,,,,,,,,,,38171.003101367,1759299552.9000092,,,,,,,26750976.0,,,,,,,
,,,,,,,222404,,,,,,,,,,,,,,,,,,,,,,,,38231.047168349,1759299616.1465907,0.03800347,,,,,,26796032.0,,,,,,,
,,,,,,,223225,,,,,,,,,,,,,,,,,,,,,,,701.0,38371.142503053,1759299754.6784205,,,,,,,26894336.0,,,,,,,
,,,,,,,223256,,,,,,,,,,,,,,,,,,,,,,,,38376.145398977,1759299760.4298706,,,,,,,26898432.0,,0.09299757,,,,,
,,,,,,,223264,,,0.29305118,,,,,,,,,,,,,,,,,,,,,38376.145599132,1759299760.4318044,,,,,,,26898432.0,,,,,,,
,,,,,,,223724,,,,,,,,,,,,,,,,,,,,,,,,38456.195023248,1759299838.0366817,,,,,0.0001,,26953728.0,,,,,,,
,12237.311,,,,,,224074,,,,,,,,,,,,,,,,,,,,,,,,38516.234595221,1759299898.3457222,,,,,,,26996736.0,,,,,,,
,,,,,,,224435,,,,,,,,,,,,,,,,,,,,,0.15,,,38576.276105002,1759299958.998619,,,,,,,27039744.0,,,,,,,
,,,,,,,224575,,,,,,,,,,,,,,,,,,,,,,,,38601.30020743,1759299981.9881558,,-0.0025595652,,,,,27056128.0,,,,,,,
,,,,,,,224823,,,,,,,,,,,,,,,,,,,,,,,701.0,38641.327389662,1759300025.1246932,,,,,,,27086848.0,,,,,,,
,,,,,,,224827,,,,,,,,-25.084066,,,,,,,,,,,,,,,,38641.327442354,1759300025.1248674,,,,,,,27086848.0,,,,,,,
,1837.5884,,,,,,224975,,,,,,,,,,,,,,,,,,,,,,,,38666.345886774,1759300051.048104,,,,,,,27105280.0,,,,,,,
,,,,,,,225741,,,,,,,,,,,,,,,,,,,,,,,701.0,38796.490977617,1759300181.547534,,,,,,,27197440.0,,,,,,,
,,,,,,,226224,,,,,,,,,,,,,,,,,,,,,,,,38881.547461831,1759300263.2281375,,-0.0030490232,,,,,27254784.0,,,,,,,
,,,,,,,226255,,,,,,,,-25.184725,,,,,,,,,,,,,,,,38886.552054648,1759300268.9848797,,,,,,,27258880.0,,,,,,,
,,,,,,,226613,,,0.96790224,,,,,,,,,,,,,,,,,,,,,38946.59004052,1759300329.657322,,,,,,,27301888.0,,,,,,,
,,,,,,,226782,,,,,,,,-25.208591,,,,,,,,,,,,,,,,38976.610404511,1759300358.3759549,,,,,,,27322368.0,,,,,,,
,,,,,,,227532,,,,,,,,,,,,,,,,,,,,,,,,39101.722868381,1759300485.636752,,,,,0.0001,,27412480.0,,,,,,,
,,,,,,,228287,,,,-0.00042626093,,,,,,,,,,,,,,,,,,,,39231.807033952,1759300615.533606,,,,,,,27504640.0,,,,,,,
,,,,,,,229681,,,,-0.0021325268,,,,,,,,,,,,,,,,,,,,39466.964895222,1759300852.3317788,,,,,,,27672576.0,,,,,,,
,,,,,,,230196,,,,,,,,,,,,,,,,,,,,,,,,39557.025139221,1759300938.8213186,,,,,,,27734016.0,,,0.00052888127,,,,
,,,,,,,231390,,,0.5409316,,,,,,,,,,,,,,,,,,,,,39757.158571831,1759301140.6988406,,,,,,,27877376.0,,,,,,,
,,,,,,,231750,,,,,,,,,,,,,,,,,5.9739666,,,,,,,39817.195993651,1759301201.2645175,,,,,,,27920384.0,,,,,,,
,,,,,,,231847,,,,,,,,,,,,,,,,,,,,,0.15,,,39837.207914075,1759301218.6280475,,,,,,,27932672.0,,,,,,,
,,,,,,,231967,,,,,,,,-25.550014,,,,,,,,,,,,,,,,39857.21915456,1759301238.8517857,,,,,,,27947008.0,,,,,,,
,,,,,,,232067,,,,,,,,,,,,,0.00040690103,,,,,,,,,,,39872.231362223,1759301256.1154656,,,,,,,27959296.0,,,,,,,
,,,,,,,232629,,,,,,,,,,,,,,,,,,,,,0.15,,,39967.291478993,1759301350.9592433,,,,,,,28026880.0,,,,,,,
,,,,,,,232752,,,,,,,,,,,,,,,,,,,,,,,,39987.306460667,1759301371.144054,,-0.003463068,,,,,28041216.0,,,,,,,
,,,,,,,233564,,,,,,,,,,,,,,,,,,,,,0.15,,,40127.400955928,1759301509.4999669,,,,,,,28139520.0,,,,,,,
,55062.145,,,,,,233577,,,,,,,,,,,,,,,,,,,,,,,,40127.401945544,1759301512.3839467,,,,,,,28141568.0,,,,,,,
,,,,,,,233819,,,,,,,,,,,,,,,,,,,,,0.15,,,40167.42830207,1759301552.7483795,,,,,,,28170240.0,,,,,,,
,,,,,,,234525,,,,,,,,,,,,,,,,,,,,,,,,40292.507254398,1759301673.5636754,0.2220411,,,,,,28256256.0,,,,,,,
,,,,,,,234939,,,,,,,,,,,,,,,,,,,,,,,,40357.550410956,1759301742.439043,,,,,,,28305408.0,,,0.00021292656,,,,
,,,,,,,235368,,,0.7707836,,,,,,,,,,,,,,,,,,,,,40432.603830992,1759301814.1900725,,,,,,,28356608.0,,,,,,,
,,,,,,,235427,,,,-4.0143164e-05,,,,,,,,,,,,,,,,,,,,40442.611889852,1759301825.7459185,,,,,,,28364800.0,,,,,,,
,-5450.3457,,,,,,235651,,,,,,,,,,,,,,,,,,,,,,,,40477.63636563,1759301863.1610255,,,,,,,28391424.0,,,,,,,
,,,0.0,,,,235730,,,,,,,,,,,,,,,,,,,,,,,,40492.645572239,1759301877.4445598,,,,,,,28401664.0,,,,,,,
,,,,,,,236309,,,,,,,,,,,,,,,,,,,,,,,,40592.715547411,1759301975.2535763,,,,,,,28471296.0,,,,,0.0642459,,
,,,,,,,236483,,1000.0,,,,,,,,,,,,,,,,,,,,,,40622.734327627,1759302004.0378075,,,,,,,28491776.0,,,,,,,
,,,,,,,236702,,,,-0.004529258,,,,,,,,,,,,,,,,,,,,40657.762175556,1759302041.3765833,,,,,,,28518400.0,,,,,,,
,,,,,,,236990,,,,,,,,,,,,,,,,,,,,,,,,40707.795286822,1759302090.4914775,0.43663767,,,,,,28553216.0,,,,,,,
,,,,,,,237714,,,0.687274,,,,,,,,,,,,,,,,,,,,,40827.877528696,1759302211.8572404,,,,,,,28639232.0,,,,,,,
,,,,,0.006159239,,238636,,,,,,,,,,,,,,,,,,,,,,,,40982.981094592,1759302367.37172,,,,,,,28749824.0,,,,,,,
,,,,,,,239065,,,,0.013651357,,,,,,,,,,,,,,,,,,,,41058.028842098,1759302442.6052904,,,,,,,28803072.0,,,,,,,
,,,,,,,239803,,,,,,,,,,,,,,,,,,,,,0.15,,,41183.110698072,1759302566.8421478,,,,,,,28891136.0,,,,,,,
,,,,,,,240046,,,,,,,,,,,,,,,,,6.436594,,,,,,,41223.134521651,1759302607.4740684,,,,,,,28919808.0,,,,,,,
,,,,,,,241206,,,,,,,,,,,,,,,,,,,,,,,,41423.272821663,1759302806.4477136,0.04586276,,,,,,29061120.0,,,,,,,
,,,,,,,241504,,,,,,,,-26.208858,,,,,,,,,,,,,,,,41473.302763659,1759302855.331223,,,,,,,29095936.0,,,,,,,
,,,,,,,241656,,,,,,,,,,,,,,,,,,,,,0.15,,,41498.32015926,1759302881.2179415,,,,,,,29114368.0,,,,,,,
,,,,,,,242268,,,,,,,,,,,,,,,,,,,,,0.15,,,41603.388727252,1759302984.9910772,,,,,,,29188096.0,,,,,,,
,,,,,,,242718,,,,,,,,,,,,,,,,,,,,,,,,41678.439570608,1759303062.8519776,,,,,,,29243392.0,,,,,0.06426702,,
,14863.994,,,,,,244491,,,,,,,,,,,,,,,,,,,,,,,,41978.644059094,1759303362.7794936,,,,,,,29456384.0,,,,,,,
,,,,,,,244575,,1000.0,,,,,,,,,,,,,,,,,,,,,,41993.652568047,1759303377.1228476,,,,,,,29466624.0,,,,,,,
,,,,,,,245578,,1000.0,,,,,,,,,,,,,,,,,,,,,,42163.781581656,1759303547.1652186,,,,,,,29587456.0,,,,,,,
,,,,,,,245612,,1000.0,,,,,,,,,,,,,,,,,,,,,,42168.78742881,1759303552.87589,,,,,,,29591552.0,,,,,,,
