parameters/log_std,parameters/mlp_extractor.value_net.2.bias,robot/x_position,gradients/mlp_extractor.policy_net.0.weight,gradients/value_net.weight,gradients/mlp_extractor.policy_net.2.weight,parameters/mlp_extractor.value_net.0.weight,train/std,gradients/action_net.weight,_step,global_step,train/entropy_loss,parameters/mlp_extractor.policy_net.2.bias,parameters/value_net.bias,curriculum/current_phase,gradients/action_net.bias,train/clip_range,train/learning_rate,train/value_loss,parameters/value_net.weight,gradients/mlp_extractor.value_net.2.bias,parameters/mlp_extractor.policy_net.2.weight,gradients/mlp_extractor.value_net.2.weight,gradients/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,_runtime,robot/height,train/clip_fraction,parameters/mlp_extractor.value_net.0.bias,parameters/mlp_extractor.policy_net.0.bias,rollout/ep_rew_mean,robot/total_distance,parameters/mlp_extractor.value_net.2.weight,parameters/action_net.bias,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,time/fps,robot/velocity_ms,train/explained_variance,gradients/mlp_extractor.value_net.0.bias,train/approx_kl,rollout/ep_len_mean,_timestamp,gradients/value_net.bias,train/loss,gradients/log_std,parameters/action_net.weight,train/policy_gradient_loss
,,,,,,,,,113495,12914688.0,,,,,,,,,,,,,,,18497.925700272,,,,,,,,,,,,,,,,,1758575670.6432407,,,,,-0.0076911882
,,,,,,,,,113719,12941312.0,,,,,,,,,,,,,,,18532.95428092,,,,,,,,,,,,,,,,1000.0,1758575709.1748207,,,,,
,,0.053539008,,,,,,,114330,13010944.0,,,,,,,,,,,,,,,18633.028086481,,,,,,,,,,,,,,,,,1758575809.1428046,,,,,
,,,,,,,,,114585,13039616.0,,,,,,,,,,,,,,,18678.061651368,,,,,,,,,,,698.0,,,,,,1758575851.111246,,,,,
,,,,,,,2.116216,,115332,13123584.0,,,,,,,,,,,,,,,18798.161876957,,,,,,,,,,,,,,,,,1758575972.990585,,,,,
,,,,,,,,,116243,13228032.0,,,,,,,,,,,,,,,18948.273482732,,0.012532553,,,,,,,,,,,,,,,1758576123.938987,,,,,
,,,,,,,,,116759,13287424.0,,,,,,,,,,,,,,,19033.345298248,,,,,,,,,,,,0.005712389,,,,,1758576210.277574,,,,,
,,,,,,,,,116809,13291520.0,,,,,,,,0.0014791598,,,,,,,19043.351977149,,,,,,,,,,,,,,,,,1758576216.2123983,,,,,
,,,,,,,,,117939,13420544.0,,,,,,,0.0001,,,,,,,,19228.499195558,,,,,,,,,,,,,,,,,1758576403.196469,,,,,
,,,,,,,,,118555,13490176.0,,,,,,,,0.0025317206,,,,,,,19328.570075889,,,,,,,,,,,,,,,,,1758576503.8993945,,,,,
,,,,,,,,,120672,13731840.0,,,,,,0.15,,,,,,,,,19678.843365263,,,,,,,,,,,,,,,,,1758576852.5279562,,,,,
,,,,,,,,,121090,13778944.0,,,,,,,,,,,,,,,19743.894370973,,,,,,,,,,,,,,,,,1758576920.041342,,-0.061335884,,,
,,,,,,,,,121753,13854720.0,-17.597588,,,,,,,,,,,,,,19853.97651312,,,,,,,,,,,,,,,,,1758577028.137466,,,,,
,,,,,,,,,121829,13862912.0,,,,,,,,,,,,,,,19863.987739747,,,,,,,,,,,,,,,,,1758577039.8398883,,,,,-0.008425566
,,,,,,,,,123728,14080000.0,,,,,,,,,,,,,,,20179.228570427,,,,,45379.793,,,,,,,,,,,,1758577352.7081397,,,,,
,,,,,,,,,123897,14098432.0,,,,,,,0.0001,,,,,,,,20204.247244638,,,,,,,,,,,,,,,,,1758577379.2926373,,,,,
,,,,,,,,,125100,14235648.0,,,,,,0.15,,,,,,,,,20404.391015686,,,,,,,,,,,,,,,,,1758577577.0698495,,,,,
,,,,,,,,,125115,14237696.0,,,,,,,,,,,,,,,20404.39137687,,,,,,,,,,,697.0,,,,,,1758577579.9883068,,,,,
,,,,,,,,,125163,14243840.0,,,,,,,,,,,,,,,20414.398173731,0.1564394,,,,,,,,,,,,,,,,1758577588.7883005,,,,,
,,,,,,,,,125197,14245888.0,,,,,,,,0.03352768,,,,,,,20419.401792878,,,,,,,,,,,,,,,,,1758577591.724487,,,,,
,,,,,,,,,127785,14540800.0,,,,,,,0.0001,,,,,,,,20844.735743989,,,,,,,,,,,,,,,,,1758578018.1557963,,,,,
,,,,,,,,,128768,14653440.0,,,,,,,,,,,,,,,21004.849912824,,,,,46059.133,,,,,,,,,,,,1758578180.1707428,,,,,
,,,,,,,,,128852,14663680.0,,,,0.0,,,,,,,,,,,21019.860356575,,,,,,,,,,,,,,,,,1758578195.0645096,,,,,
,,,,,,,,,129592,14747648.0,,,,,,,,,,,,,,,21139.94769667,,,,,,5.242394,,,,,,,,,,,1758578315.9717064,,,,,
,,,,,,,,,129989,14792704.0,,,,,,,,,,,,,,,21204.998018476,,,,,,,,,,,,0.006116033,,,,,1758578380.9199302,,,,,
,,,,,,,,,130721,14874624.0,,,,,,,,,,,,,,,21325.082626685,,,,,,,,,,,,,,,,,1758578499.2874682,,,,,-0.008128555
,,,,,,,,,131755,14993408.0,,,,,,,,,,,,,,,21495.202159851,,,,,,,,,,,,,,,,1000.0,1758578670.9585214,,,,,
,,,,,,,,,132110,15034368.0,,,,0.0,,,,,,,,,,,21555.244157735,,,,,,,,,,,,,,,,,1758578730.392214,,,,,
,,,,,,,,,132949,15128576.0,-18.357216,,,,,,,,,,,,,,21690.347448329,,,,,,,,,,,,,,,,,1758578866.969165,,,,,
,,,,,,,,,134181,15269888.0,,,,,,,,,,,,,,,21895.49544515,0.06424773,,,,,,,,,,,,,,,,1758579071.6889834,,,,,
,,-0.15095116,,,,,,,135606,15431680.0,,,,,,,,,,,,,,,22130.670016058,,,,,,,,,,,,,,,,,1758579304.256638,,,,,
,,,,,,,,,135764,15450112.0,,,,0.0,,,,,,,,,,,22155.687016352,,,,,,,,,,,,,,,,,1758579330.8785112,,,,,
,,,,,,,,,135803,15454208.0,,,,,,,,,,,,,,,22160.690279876,,,,,,,,,,,,-0.008199164,,,,,1758579336.8106642,,,,,
,,,,,,,,,136151,15493120.0,,,,,,,,,,,,,,,22220.728083607,,0.05126953,,,,,,,,,,,,,,,1758579392.8551571,,,,,
,,,,,,,,,136597,15544320.0,,,,,,,,,,,,,,,22290.784146103,,,,,,,,,,,,,,,,1000.0,1758579466.5273886,,,,,
"{'packedBins': {'size': 0.010148732922971249, 'count': 64, 'min': 0.5835756659507751}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'_type': 'histogram', 'values': [2, 0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 2, 0, 1, 1, 0, 2, 2, 2, 3, 1, 2, 6, 4, 6, 3, 3, 8, 6, 3, 3, 4, 4, 2, 4, 4, 3, 5, 1, 2, 3, 2, 3, 2, 2, 1, 2, 0, 1, 2, 4, 1, 2, 1, 2, 1, 0, 0, 1, 1, 0, 1, 1, 1], 'packedBins': {'size': 0.010110714938491583, 'count': 64, 'min': -0.3361579179763794}}",,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 3, 4, 3, 2, 2, 3, 6, 7, 10, 17, 21, 31, 26, 57, 59, 89, 90, 136, 171, 219, 280, 319, 347, 377, 283, 236, 209, 169, 131, 97, 97, 67, 29, 22, 18, 19, 17, 10, 2, 3, 2, 4, 2, 1, 2, 2, 2, 1, 0, 1, 2], 'packedBins': {'min': -1.02560293674469, 'size': 0.0286992359906435, 'count': 64}}",,,137348,15630336.0,,"{'values': [1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 1, 1, 1, 1, 1, 7, 3, 3, 3, 0, 1, 3, 3, 5, 4, 5, 5, 4, 1, 4, 6, 4, 5, 1, 4, 4, 4, 2, 1, 3, 4, 2, 3, 1, 2, 3, 2, 0, 3, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1], 'packedBins': {'size': 0.007192774908617139, 'count': 64, 'min': -0.22335892915725708}, '_type': 'histogram'}","{'bins': [0.1441710740327835, 0.1441710740327835], '_type': 'histogram', 'values': [1]}",0.0,,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 3, 0, 0, 3, 1, 2, 4, 5, 2, 9, 5, 4, 7, 6, 2, 2, 6, 7, 2, 3, 7, 7, 1, 6, 3, 5, 4, 2, 2, 3, 3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.2734322249889374, 'size': 0.009855478070676327}}",,"{'_type': 'histogram', 'values': [1, 2, 0, 3, 3, 8, 12, 16, 23, 27, 49, 54, 52, 87, 96, 133, 160, 184, 279, 298, 358, 442, 496, 553, 568, 640, 664, 709, 717, 725, 739, 780, 798, 774, 720, 680, 623, 600, 490, 503, 382, 367, 315, 254, 207, 193, 137, 115, 87, 70, 57, 40, 26, 22, 21, 5, 7, 4, 3, 2, 1, 1, 1, 1], 'packedBins': {'min': -0.601720929145813, 'size': 0.019276602193713188, 'count': 64}}",,,,22415.87118198,,,"{'packedBins': {'size': 0.018785611726343632, 'count': 64, 'min': -0.6291623711585999}, '_type': 'histogram', 'values': [2, 0, 1, 1, 0, 0, 2, 0, 2, 2, 1, 3, 1, 2, 1, 1, 1, 4, 3, 2, 3, 3, 1, 3, 2, 2, 1, 3, 3, 2, 5, 2, 2, 4, 3, 3, 0, 2, 2, 2, 4, 1, 5, 4, 3, 2, 6, 1, 1, 2, 1, 2, 3, 3, 4, 2, 0, 1, 1, 0, 2, 1, 1, 1]}","{'values': [1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 3, 2, 1, 5, 1, 3, 5, 3, 1, 2, 1, 3, 4, 5, 2, 4, 4, 4, 6, 2, 3, 2, 3, 2, 4, 3, 3, 3, 3, 6, 0, 3, 1, 5, 3, 3, 2, 1, 2, 2, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.009648343082517385, 'count': 64, 'min': -0.299734503030777}, '_type': 'histogram'}",,,"{'values': [2, 0, 1, 2, 3, 2, 1, 6, 5, 15, 17, 30, 38, 34, 70, 106, 114, 153, 197, 258, 283, 405, 389, 481, 560, 602, 694, 698, 791, 885, 864, 830, 858, 830, 848, 744, 685, 647, 596, 471, 453, 392, 297, 238, 193, 164, 116, 96, 70, 39, 33, 27, 14, 10, 10, 6, 4, 4, 0, 1, 0, 0, 1, 1], 'packedBins': {'min': -0.6545727849006653, 'size': 0.02075432427227497, 'count': 64}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.004478277289308608, 'count': 64, 'min': -0.12456720322370529}}","{'_type': 'histogram', 'values': [1, 1, 3, 3, 2, 0, 4, 5, 3, 11, 10, 12, 25, 19, 24, 21, 38, 54, 51, 57, 63, 87, 83, 90, 112, 141, 142, 131, 173, 149, 156, 170, 174, 167, 160, 160, 144, 134, 126, 123, 79, 90, 87, 62, 68, 55, 43, 36, 41, 31, 13, 18, 17, 7, 9, 6, 5, 6, 3, 1, 1, 2, 0, 3], 'packedBins': {'min': -0.5538968443870544, 'size': 0.017144653014838696, 'count': 64}}",,,,,,,,1758579590.500616,,,,"{'packedBins': {'min': -0.5924354195594788, 'size': 0.016357806976884604, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 1, 1, 5, 3, 6, 10, 7, 12, 9, 13, 13, 14, 17, 14, 33, 22, 42, 34, 29, 43, 45, 40, 49, 45, 57, 46, 39, 48, 30, 42, 34, 32, 29, 18, 24, 16, 12, 11, 18, 14, 8, 7, 4, 5, 3, 1, 4, 3, 4, 0, 2, 1]}",
,,,,,,,,,137635,15661056.0,,,,,,,,0.001119788,,,,,,,22460.904903689,,,,,,,,,,,,,,,,,1758579634.5274425,,,,,
,,,,,,,,,138682,15781888.0,,,,,,,,,,,,,,,22636.027705507,,,,,,7.1894116,,,,,,,,,,,1758579808.449999,,,,,
,,,,,,,,,139045,15822848.0,,,,,,,,,,,,,,,22691.069472089,,,,,,,,,,,,,,,,1000.0,1758579867.4568589,,,,,
,,,,,,,,,139403,15863808.0,,,,,,,,,,,,,,,22751.114787911,,,,,,,,,,,,0.068849355,,,,,1758579926.2733738,,,,,
,,,,,,,,,139798,15908864.0,,,,,,,,,,,,,,,22816.163674742,,,,,,0.1818854,,,,,,,,,,,1758579990.9786255,,,,,
,,,,,,,,,141133,16060416.0,,,,,,,,,,,,,,,23036.32791274,,,,,,,,,,,,,,,,1000.0,1758580209.5278273,,,,,
,,,,,,,,,141595,16111616.0,,,,,,,,0.0580373,,,,,,,23106.377104528,,,,,,,,,,,,,,,,,1758580283.0713413,,,,,
,,,,,,,,,141681,16121856.0,,,,,,,0.0001,,,,,,,,23121.387019766,,,,,,,,,,,,,,,,,1758580297.502476,,,,,
,,,,,,,,,142378,16201728.0,,,,,,,,,,,,,,,23236.471184614,,,,,,,,,,,,,,,0.0053664944,,1758580412.3001003,,,,,
,,,,,,,,,142928,16265216.0,,,,0.0,,,,,,,,,,,23326.542770623,,,,,,,,,,,,,,,,,1758580503.5245192,,,,,
,,,,,,,,,143415,16320512.0,,,,,,,,,,,,,,,23406.608308815,0.06427319,,,,,,,,,,,,,,,,1758580583.300052,,,,,
,,,,,,,,,143560,16336896.0,,,,,,,,,,,,,,,23431.624990392,,,,,,0.2564698,,,,,,,,,,,1758580606.9922788,,,,,
,,,,,,,,,143612,16343040.0,,,,0.0,,,,,,,,,,,23441.631527967,,,,,,,,,,,,,,,,,1758580615.8900611,,,,,
,,,,,,,,,143757,16359424.0,,,,,,,,,,,,,,,23466.649203335,0.064274326,,,,,,,,,,,,,,,,1758580639.5925758,,,,,
,,-0.0010580759,,,,,,,143814,16365568.0,,,,,,,,,,,,,,,23471.653998622,,,,,,,,,,,,,,,,,1758580648.5332987,,,,,
,,,,,,,,,145661,16574464.0,,,,,,,,,,,,,,,23776.878522932,,,,,,,,,,,,,,,,,1758580951.535846,,,,,-0.0061432193
,,,,,,,,,146083,16623616.0,,,,,,,,,,,,,,,23846.934676705,,,,,,,,,,,,,,,,1000.0,1758581022.7913642,,,,,
,,,,,,,,,146673,16691200.0,,,,,,,,,,,,,,,23947.005297121,0.06427191,,,,,,,,,,,,,,,,1758581120.600401,,,,,
,,,,,,,,,147681,16805888.0,,,,,,,,,,,,,,,24112.127386796,0.06426122,,,,,,,,,,,,,,,,1758581285.7121637,,,,,
,,,,,,,,,148411,16887808.0,-19.364573,,,,,,,,,,,,,,24232.213004808,,,,,,,,,,,,,,,,,1758581404.278654,,,,,
,,,,,,,,,149373,16998400.0,,,,,,,,,,,,,,,24387.330585825,0.15176558,,,,,,,,,,,,,,,,1758581563.0213175,,,,,
,,,,,,,,,149608,17025024.0,,,,,,,,,,,,,,,24427.359139116,,,,,,0.36047447,,,,,,,,,,,1758581601.5021498,,,,,
,,,,,,,,,149636,17027072.0,,,,,,,,,,,,,,,24432.364144672,,,,,,,,,,,,,0.75082016,,,,1758581604.456557,,,,,
,,,,,,,,,150530,17129472.0,,,,,,,,,,,,,,,24577.47002101,,,,,78059.96,,,,,,,,,,,,1758581751.3563352,,,,,
,,,,,,,,,150970,17178624.0,,,,,,,,,,,,,,,24647.526811837,,,,,,,,,,,,,,,,,1758581821.2849793,,-0.078720294,,,
,,,,,,,,,151893,17285120.0,,,,,,,,,,,,,,,24797.642429514,0.06427225,,,,,,,,,,,,,,,,1758581974.553149,,,,,
,,,,,,,,,152019,17299456.0,,,,,,,,,,,,,,,24822.662503412,0.064267,,,,,,,,,,,,,,,,1758581995.4060056,,,,,
,,,,,,,,,152379,17340416.0,,,,,,,,,,,,,,,24882.70664899,0.0642478,,,,,,,,,,,,,,,,1758582055.0876112,,,,,
,,,,,,,,,152381,17340416.0,,,,,,,,,,,,,,,24882.706737186,,,,,,,,,,,,-0.0068478775,,,,,1758582055.0876303,,,,,
,,,,,,,,,152401,17342464.0,,,,,,,,,,,,,,,24882.708170201,,,,,,,,,,,,,,,,1000.0,1758582058.0338926,,,,,
,,,,,,,,,152482,17350656.0,,,,,,,,,,,,,,,24897.717684247,,,,,,,,,,,,,,,,,1758582069.8465068,,-0.108461015,,,
,,,,,,,,,152578,17362944.0,,,,,,,,,,,,,,,24912.729273947,,,,,,0.6096207,,,,,,,,,,,1758582087.5768697,,,,,
,,,,,,,,,152989,17408000.0,,,,,,,,0.0017524122,,,,,,,24977.77787043,,,,,,,,,,,,,,,,,1758582152.7317724,,,,,
,,,,,,,,,153033,17414144.0,,,,,,,,,,,,,,,24987.785753175,,,,,,,,,,,697.0,,,,,,1758582161.5638585,,,,,
,,,,,,,,,153272,17440768.0,,,,,,,,,,,,,,,25027.812119422,,,,,,,,,,,,,0.96523666,,,,1758582200.027422,,,,,
,,,,,,,,,153990,17522688.0,,,,,,0.15,,,,,,,,,25142.896784483,,,,,,,,,,,,,,,,,1758582318.306915,,,,,
,,,,,,,,,154161,17543168.0,,,,,,,,,,,,,,,25172.915627017,0.06423883,,,,,,,,,,,,,,,,1758582347.9514472,,,,,
,,,,,,,,,155572,17702912.0,,,,,,,,,,,,,,,25403.094012847,,,,,,,,,,,,,,,0.0020177695,,1758582578.0954087,,,,,
,,,,,,,,,155625,17709056.0,,,,,,,,,,,,,,,25413.102284345,,,,,,,,,,,697.0,,,,,,1758582587.0174594,,,,,
,,,,,,,,,156091,17762304.0,,,,,,,,,,,,,,,25488.158402946,,,,,,,,,,,,,,,,1000.0,1758582664.5037508,,,,,
,,,,,,,,,156502,17809408.0,,,,,,,,,,,,,,,25558.211501533,,,,,,0.035294693,,,,,,,,,,,1758582732.0650127,,,,,
,,,,,,,,,156611,17821696.0,,,,,,,,,,,,,,,25573.224270977,,,,,,,,,,,,0.0034834493,,,,,1758582749.7748976,,,,,
,,,,,,,,,156935,17858560.0,,,,,,,,,,,,,,,25628.265109401,,,,,,,,,,,,-0.010821902,,,,,1758582802.6735759,,,,,
,,,,,,,,,157518,17924096.0,,,,,,0.15,,,,,,,,,25723.33892094,,,,,,,,,,,,,,,,,1758582896.6033924,,,,,
,,,,,,,,,158095,17989632.0,-19.950901,,,,,,,,,,,,,,25818.414931725,,,,,,,,,,,,,,,,,1758582990.670381,,,,,
,,,,,,,,,159082,18102272.0,,,,,,,,,,,,,,,25978.538029497,,,,,,,,,,,,,,,0.0027493886,,1758583152.0389698,,,,,
,,1.9667759,,,,,,,160194,18229248.0,,,,,,,,,,,,,,,26158.676422077,,,,,,,,,,,,,,,,,1758583335.4555123,,,,,
,,,,,,,,,160721,18288640.0,,,,,,,,,,,,,,,26248.746081672,,0.032999676,,,,,,,,,,,,,,,1758583421.2065527,,,,,
,,,,,,,,,162637,18505728.0,,,,,,,,0.07988183,,,,,,,26558.983444565,,,,,,,,,,,,,,,,,1758583734.6175823,,,,,
,,,,,,,,,162704,18513920.0,,,,,,,,,,,,,,,26573.99361902,,,,,,,,,,,,,0.93213123,,,,1758583746.2954445,,,,,
,,,,,,,,,163853,18644992.0,,,,,,,,,,,,,,,26759.13436778,,0.03975423,,,,,,,,,,,,,,,1758583935.0041392,,,,,
,,,,,,,,,163900,18651136.0,,,,,,,,,,,,,,,26769.142432422,,,,,,0.24229494,,,,,,,,,,,1758583943.786325,,,,,
,,,,,,,,,164386,18706432.0,,,,,,,,,,,,,,,26849.203846101,,,,,,0.015016198,,,,,,,,,,,1758584023.7557895,,,,,
,,,,,,,,,165950,18884608.0,,,,0.0,,,,,,,,,,,27104.392091719,,,,,,,,,,,,,,,,,1758584281.1406696,,,,,
,,,,,,,3.193996,,166722,18970624.0,,,,,,,,,,,,,,,27229.487625827,,,,,,,,,,,,,,,,,1758584405.1616528,,,,,
,,,,,,,,,169636,19302400.0,,,,,,,,,,,,,,,27709.851466876,,,,,,,,,,,,,,,,,1758584882.7105308,,-0.097372085,,,
,,,,,,,,,169706,19310592.0,,,,,,,,,,,,,,,27719.859380582,,,,,,,,,,,,,0.62942445,,,,1758584894.4286368,,,,,
,,,,,,,3.2847428,,170178,19363840.0,,,,,,,,,,,,,,,27794.912235761,,,,,,,,,,,,,,,,,1758584970.467286,,,,,
,,,,,,,,,171058,19464192.0,,,,,,,,,,,,,,,27940.013651494,,,,,,,,,,,,,,,,,1758585113.2846916,,-0.0915502,,,
,,,,,,,,,171279,19490816.0,,,,,,,,,,,,,,,27975.039801847,0.06425392,,,,,,,,,,,,,,,,1758585151.276662,,,,,
,,,,,,,,,171299,19492864.0,,,,,,,,,,,,,,,27980.042452481,,,,,,,,,,,,0.0055998736,,,,,1758585154.2738597,,,,,
,,,,,,,,,171311,19492864.0,,,,,,,,,,,,,,,27980.042749716,,,,,,,,,,,,,,,,,1758585154.2775674,,,,,-0.006911978
,,,,,,,,,171395,19503104.0,,,,,,,,,,,,,,,27995.054684763,,0.019571941,,,,,,,,,,,,,,,1758585169.1816602,,,,,
,,,,,,,,,171889,19558400.0,,,,,,,,0.07036021,,,,,,,28075.11594527,,,,,,,,,,,,,,,,,1758585248.2767887,,,,,
,,,,,,,,,173097,19697664.0,,,,,,,,,,,,,,,28275.25831488,0.15573224,,,,,,,,,,,,,,,,1758585447.4289544,,,,,
,,,,,,,,,173326,19722240.0,,,,,,,,,,,,,,,28310.28010092,,,,,,,,,,,,,,,,,1758585482.6845443,,-0.093779415,,,
,,,,,,,,,174769,19886080.0,,,,,,,,0.042838376,,,,,,,28540.438422901,,,,,,,,,,,,,,,,,1758585716.7580068,,,,,
,,,,,,,,,174833,19894272.0,,,,,,,,,,,,,,,28555.446564518,,0.030029297,,,,,,,,,,,,,,,1758585728.350666,,,,,
,,,,,,,,,174988,19912704.0,,,,,,,,,,,,,,,28580.464859205,,,,,,1.3059186,,,,,,,,,,,1758585754.5356197,,,,,
,,,,,,,,,176571,20092928.0,,,,,,,,,,,,,,,28835.64725411,0.14138326,,,,,,,,,,,,,,,,1758586012.2359324,,,,,
,,,,,,,,,176749,20111360.0,,,,,,,,0.14858957,,,,,,,28865.666667019,,,,,,,,,,,,,,,,,1758586038.592407,,,,,
,,,,,,,,,176828,20121600.0,,,,,,,,,,,,,,,28880.676639625,,,,,62970.26,,,,,,,,,,,,1758586053.2237592,,,,,
,,,,,,,,,180319,20518912.0,,,,,,,,,,,,,,,29446.386442574,,,,,,,,,,,,,,,,1000.0,1758586622.1488857,,,,,
,,,,,,,,,180548,20545536.0,,,,0.0,,,,,,,,,,,29486.099417743,,,,,,,,,,,,,,,,,1758586660.7930577,,,,,
,,,,,,,,,181094,20606976.0,,,,,,,,,,,,,,,29576.162172418,,,,,-1632.371,,,,,,,,,,,,1758586750.1183271,,,,,
,,,,,,,,,181187,20617216.0,,,,,,,,,,,,,,,29591.170803722,,0.010131836,,,,,,,,,,,,,,,1758586765.0664725,,,,,
,,,,,,,,,181979,20707328.0,,,,,,,,,,,,,,,29721.266205529,,0.04288737,,,,,,,,,,,,,,,1758586895.261033,,,,,
,,,,,,,,,183025,20826112.0,-21.112202,,,,,,,,,,,,,,29891.384347117,,,,,,,,,,,,,,,,,1758587067.0937414,,,,,
,,,,,,,3.4720533,,183120,20836352.0,,,,,,,,,,,,,,,29906.395274708,,,,,,,,,,,,,,,,,1758587081.97946,,,,,
,,,,,,,,,183783,20912128.0,,,,,,,0.0001,,,,,,,,30016.476771959,,,,,,,,,,,,,,,,,1758587191.9296358,,,,,
,,,,,,,,,184003,20936704.0,,,,,,,,0.0015917482,,,,,,,30051.501828459,,,,,,,,,,,,,,,,,1758587227.3239481,,,,,
,,,,,,,,,184769,21024768.0,,,,,,,,,,,,,,,30181.58592415,,0.017903646,,,,,,,,,,,,,,,1758587354.5651133,,,,,
,,,,,,,,,185197,21073920.0,,,,,,,,,,,,,,,30251.634225559,,,,,,,,,,,,,,,,1000.0,1758587424.6514175,,,,,
,,,,,,,3.5221207,,185928,21155840.0,,,,,,,,,,,,,,,30366.717920023,,,,,,,,,,,,,,,,,1758587542.1911426,,,,,
,,,,,,,,,186181,21184512.0,,,,,,,,0.0014548614,,,,,,,30406.745289295,,,,,,,,,,,,,,,,,1758587583.4842558,,,,,
,,,,,,,,,186898,21266432.0,,,,,,,,,,,,,,,30526.829870476,,,,,,,,,,,,,,,,,1758587702.3270986,,-0.11993005,,,
,,,,,,,,,186915,21268480.0,,,,,,,0.0001,,,,,,,,30531.833270784,,,,,,,,,,,,,,,,,1758587705.3115993,,,,,
,,,,,,,,,187309,21313536.0,-21.243252,,,,,,,,,,,,,,30596.880476918,,,,,,,,,,,,,,,,,1758587770.424296,,,,,
,,,,,,,,,187501,21336064.0,,,,,,,,,,,,,,,30626.903406383,,,,,,,,,,,,,,,,1000.0,1758587803.078597,,,,,
,,,,,,,,,188539,21452800.0,,,,,,,,0.022676473,,,,,,,30797.024949462,,,,,,,,,,,,,,,,,1758587972.052073,,,,,
,,,,,,,,,189572,21571584.0,,,,,,,,,,,,,,,30967.146439149,,,,,13416.641,,,,,,,,,,,,1758588143.5159929,,,,,
,,,,,,,,,190215,21645312.0,,,,,,,,,,,,,,,31077.219538451,0.064264216,,,,,,,,,,,,,,,,1758588249.7622225,,,,,
,,,,,,,,,190615,21690368.0,,,,,,,,,,,,,,,31142.265157715,,,,,,,,,,,,,,,,1000.0,1758588315.5361483,,,,,
,,,,,,,,,190635,21692416.0,,,,,,,,,,,,,,,31142.26566531,,,,,,,,,,,696.0,,,,,,1758588318.5666463,,,,,
,,,,,,,,,191412,21780480.0,,,,,,0.15,,,,,,,,,31272.34970227,,,,,,,,,,,,,,,,,1758588446.2175918,,,,,
,,,,,,,,,191606,21803008.0,,,,,,,,,,,,,,,31302.370658075,,,,,17409.777,,,,,,,,,,,,1758588478.8862057,,,,,
,,,,,,,,,192006,21848064.0,,,,,,0.15,,,,,,,,,31367.420551131,,,,,,,,,,,,,,,,,1758588544.034621,,,,,
,,,,,,,,,193221,21987328.0,,,,,,,,,,,,,,,31572.56709212,0.064237945,,,,,,,,,,,,,,,,1758588744.687684,,,,,
,,,,,,,,,193300,21995520.0,,,,,,,,,,,,,,,31582.574484875,,,,,,,,,,,,,,,0.0038908853,,1758588756.5088768,,,,,
,,,,,,,,,193629,22032384.0,,,,,,,0.0001,,,,,,,,31637.613808896,,,,,,,,,,,,,,,,,1758588810.0325813,,,,,
,,,,,,,,,194024,22077440.0,,,,,,,,,,,,,,,31702.662258817,,,,,,,,,,,,,0.8782578,,,,1758588875.4555454,,,,,
,,,,,,,,,194957,22183936.0,,,,,,,,,,,,,,,31852.769876653,,0.022827148,,,,,,,,,,,,,,,1758589029.6534536,,,,,
,,,,,,,,,195295,22222848.0,,,,,,,,,,,,,,,31912.810521435,,,,,,,,,,,,,,,,1000.0,1758589085.6121316,,,,,
,,,,,,,,,195761,22276096.0,,,,,,,,,,,,,,,31987.864305052,,,,,,,,,,,,-0.004294163,,,,,1758589162.623408,,,,,
